r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.998909945786350617e-01,1.383788531796273648e-06
1.938934911242604642e+00,9.998619333970245604e-01,1.311348549768347058e-06
2.885680473372783439e+00,9.998423749741788269e-01,1.260512053915715499e-06
3.817278106508876334e+00,9.998278410638143932e-01,1.212950540444476746e-06
4.733727810650883328e+00,9.998159055051079047e-01,1.389097641898522793e-06
5.635029585798818630e+00,9.998079910169827000e-01,1.718690110962525117e-06
6.521183431952664478e+00,9.997999016819256735e-01,1.788798753622614062e-06
7.392189349112427976e+00,9.997899682301120139e-01,1.918844493922894583e-06
8.248047337278105573e+00,9.997824680819846765e-01,2.010196400731812225e-06
9.088757396449704373e+00,9.997748133343791199e-01,2.102801372884820685e-06
9.914319526627220824e+00,9.997649624534186152e-01,2.418766499815011454e-06
1.072473372781065137e+01,9.997562050230480724e-01,2.660418524301696025e-06
1.151999999999999602e+01,9.997493631690965721e-01,2.527680775948000325e-06
1.230011834319526542e+01,9.997437552882623146e-01,2.346742603786270590e-06
1.306508875739645248e+01,9.997419024373449536e-01,2.293748075163304313e-06
1.381491124260355008e+01,9.997401813124823233e-01,2.409823098269962453e-06
1.454958579881656533e+01,9.997384720969114680e-01,2.622479102197984727e-06
1.526911242603550534e+01,9.997382958284074528e-01,2.646436966059247656e-06
1.597349112426035944e+01,9.997436143706011080e-01,2.307091715477846036e-06
1.666272189349112409e+01,9.997451187653987326e-01,2.492053019139220635e-06
1.733680473372780995e+01,9.997458534754066761e-01,2.508313396390781697e-06
1.799573964497041345e+01,9.997467416690342112e-01,2.847109985706085322e-06
1.863952662721893816e+01,9.997483193425108494e-01,2.991504519940106252e-06
1.926816568047337341e+01,9.997447559574665910e-01,2.867377461585339728e-06
1.988165680473372632e+01,9.997439350448037443e-01,3.126865711916492084e-06
2.048000000000000043e+01,9.997420581429509179e-01,2.679421437725222693e-06
2.106319526627219219e+01,9.997407985332640301e-01,2.223121882720206190e-06
2.163124260355029804e+01,9.997427446986126842e-01,2.174726949360957945e-06
2.218414201183431800e+01,9.997461693937015337e-01,2.245656344078646141e-06
2.272189349112426271e+01,9.997472026681065715e-01,2.892086172476154108e-06
2.324449704142012152e+01,9.997469952748235800e-01,2.804084319387035132e-06
2.375195266272189443e+01,9.997499790321253688e-01,3.095113470563186456e-06
2.424426035502958499e+01,9.997470312997234210e-01,3.104142897040099097e-06
2.472142011834319675e+01,9.997444768554735184e-01,3.116919101765635948e-06
2.518343195266272261e+01,9.997418451880905055e-01,2.909510378518554847e-06
2.563029585798816612e+01,9.997401621705308550e-01,3.404480633915523313e-06
2.606201183431952728e+01,9.997397625181591030e-01,3.339366071611102520e-06
2.647857988165680609e+01,9.997366813002780406e-01,3.050779135379892044e-06
2.688000000000000256e+01,9.997328266908084293e-01,4.059967643925450124e-06
2.726627218934911312e+01,9.997227645916700878e-01,3.468710093601592031e-06
2.763739644970414133e+01,9.997630005093681715e-01,4.465076216011100309e-06
2.799337278106509075e+01,9.997263624662559023e-01,2.890195462632244591e-06
2.833420118343195426e+01,9.997444078009316559e-01,4.583346927062645174e-06
2.865988165680473543e+01,9.997465976117990705e-01,4.936470411928097819e-06
2.897041420118343069e+01,9.997166302040366714e-01,3.091287296510868891e-06
2.926579881656804716e+01,9.997532728164931770e-01,6.178108879258419483e-06
2.954603550295858128e+01,9.997323449221177105e-01,5.963057497048738283e-06
2.981112426035502949e+01,9.997087548389509415e-01,3.731749956637047703e-06
3.006106508875739536e+01,9.997231339967110886e-01,3.344708184291810442e-06
3.029585798816568243e+01,9.997363876721124809e-01,6.374167466457436154e-06
3.051550295857988360e+01,9.997076030458423856e-01,5.710188228775371470e-06
3.071999999999999886e+01,9.997138641039966522e-01,4.492085394699473779e-06
3.090934911242603533e+01,9.996582229595819546e-01,5.981549176047025481e-06
3.108355029585798945e+01,9.997229510961759269e-01,8.427947705661994324e-06
3.124260355029585767e+01,9.997240603101796852e-01,1.075712585568424611e-05
3.138650887573964710e+01,9.996855545859019143e-01,6.159063584913499696e-06
3.151526627218935062e+01,9.996874879477611886e-01,4.533991542774078997e-06
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,9.996894814881435165e-01,6.354749204039908475e-06
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,9.996896905966651259e-01,9.297244310775851383e-06
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,9.996963400978885472e-01,1.372441609796311849e-05
