x,y,theta
0.000000000000000000e+00,0.000000000000000000e+00,3.146003070700786886e-03
1.000000000000000000e+00,0.000000000000000000e+00,-1.505443005076489982e-04
2.000000000000000000e+00,0.000000000000000000e+00,-5.413282507710226454e-04
3.000000000000000000e+00,0.000000000000000000e+00,-7.070399748193567646e-04
4.000000000000000000e+00,0.000000000000000000e+00,2.355901997777021251e-04
5.000000000000000000e+00,0.000000000000000000e+00,-5.081863512635398372e-03
6.000000000000000000e+00,0.000000000000000000e+00,4.118199363500885113e-05
7.000000000000000000e+00,0.000000000000000000e+00,2.906911785493071498e-03
8.000000000000000000e+00,0.000000000000000000e+00,-1.909719033750145734e-03
9.000000000000000000e+00,0.000000000000000000e+00,7.689386752576243822e-04
1.000000000000000000e+01,0.000000000000000000e+00,1.082254794406378728e-03
1.100000000000000000e+01,0.000000000000000000e+00,9.041057714624933794e-04
1.200000000000000000e+01,0.000000000000000000e+00,-3.800989703828250299e-05
1.300000000000000000e+01,0.000000000000000000e+00,-2.341321735881862764e-03
1.400000000000000000e+01,0.000000000000000000e+00,2.323781107759326225e-03
1.500000000000000000e+01,0.000000000000000000e+00,-2.372153718337766115e-03
1.600000000000000000e+01,0.000000000000000000e+00,5.579966144002579398e-03
1.700000000000000000e+01,0.000000000000000000e+00,1.922498551474971507e-03
1.800000000000000000e+01,0.000000000000000000e+00,2.874807980172033872e-03
1.900000000000000000e+01,0.000000000000000000e+00,-1.132936217219882025e-03
2.000000000000000000e+01,0.000000000000000000e+00,-3.563792807312671229e-03
2.100000000000000000e+01,0.000000000000000000e+00,-1.385359473870417801e-03
2.200000000000000000e+01,0.000000000000000000e+00,1.198590810097210912e-03
2.300000000000000000e+01,0.000000000000000000e+00,-1.168142679603412226e-03
2.400000000000000000e+01,0.000000000000000000e+00,-5.339758182968390443e-04
2.500000000000000000e+01,0.000000000000000000e+00,-8.595965692694829130e-04
2.600000000000000000e+01,0.000000000000000000e+00,1.725753304069543859e-03
2.700000000000000000e+01,0.000000000000000000e+00,1.539579855803663300e-03
2.800000000000000000e+01,0.000000000000000000e+00,-1.748548647781067444e-03
2.900000000000000000e+01,0.000000000000000000e+00,5.259420450152152426e-04
3.000000000000000000e+01,0.000000000000000000e+00,2.468820623907852507e-03
3.100000000000000000e+01,0.000000000000000000e+00,-3.374744253092920587e-05
5.000000000000000000e-01,8.660254037844385966e-01,2.307723493740421183e-03
1.500000000000000000e+00,8.660254037844385966e-01,-2.985454267804388273e-03
2.500000000000000000e+00,8.660254037844385966e-01,-2.392896487754869739e-03
3.500000000000000000e+00,8.660254037844385966e-01,3.875387770910343477e-03
4.500000000000000000e+00,8.660254037844385966e-01,7.172168476018425665e-04
5.500000000000000000e+00,8.660254037844385966e-01,1.915127734774868529e-03
6.500000000000000000e+00,8.660254037844385966e-01,-3.333067333315398173e-03
7.500000000000000000e+00,8.660254037844385966e-01,1.025074364326861165e-03
8.500000000000000000e+00,8.660254037844385966e-01,1.426901532626034808e-03
9.500000000000000000e+00,8.660254037844385966e-01,-1.038070452246131481e-03
1.050000000000000000e+01,8.660254037844385966e-01,-1.455651270378277573e-03
1.150000000000000000e+01,8.660254037844385966e-01,-1.827745179797002351e-03
1.250000000000000000e+01,8.660254037844385966e-01,7.950516560338849459e-04
1.350000000000000000e+01,8.660254037844385966e-01,9.921651440568668434e-04
1.450000000000000000e+01,8.660254037844385966e-01,2.154751228633511317e-05
1.550000000000000000e+01,8.660254037844385966e-01,2.514290361477100610e-03
1.650000000000000000e+01,8.660254037844385966e-01,-8.910065540610467849e-04
1.750000000000000000e+01,8.660254037844385966e-01,-1.457992411881936512e-03
1.850000000000000000e+01,8.660254037844385966e-01,2.259989167793907683e-03
1.950000000000000000e+01,8.660254037844385966e-01,-6.797573896614172995e-04
2.050000000000000000e+01,8.660254037844385966e-01,2.378769299094640743e-03
2.150000000000000000e+01,8.660254037844385966e-01,-3.665240385785750732e-03
2.250000000000000000e+01,8.660254037844385966e-01,4.132022840248605888e-03
2.350000000000000000e+01,8.660254037844385966e-01,4.085694686462026937e-05
2.450000000000000000e+01,8.660254037844385966e-01,2.042601296365131880e-03
2.550000000000000000e+01,8.660254037844385966e-01,4.736491442473012015e-04
2.650000000000000000e+01,8.660254037844385966e-01,4.975695069960872630e-04
2.750000000000000000e+01,8.660254037844385966e-01,-2.210976511915929699e-03
2.850000000000000000e+01,8.660254037844385966e-01,-2.390879234476228632e-03
2.950000000000000000e+01,8.660254037844385966e-01,-1.367809497635708027e-03
3.050000000000000000e+01,8.660254037844385966e-01,2.091950667880593251e-03
3.150000000000000000e+01,8.660254037844385966e-01,2.214250393911210146e-03
0.000000000000000000e+00,1.732050807568877193e+00,3.816850811822036782e-03
1.000000000000000000e+00,1.732050807568877193e+00,-8.174542025951581081e-06
