index,energy_per_site
0.000000000000000000e+00,6.787031262134887721e-02
1.000000000000000000e+00,4.328303672576381406e-02
2.000000000000000000e+00,4.361459585676381173e-02
3.000000000000000000e+00,4.323853736591744962e-02
4.000000000000000000e+00,4.389433516135565067e-02
5.000000000000000000e+00,4.319217615403340982e-02
6.000000000000000000e+00,4.440108673175256065e-02
7.000000000000000000e+00,4.335693330646905180e-02
8.000000000000000000e+00,4.317469407360124273e-02
9.000000000000000000e+00,4.409318423102980000e-02
