index,energy_per_site
0.000000000000000000e+00,1.078965867921270472e-01
1.000000000000000000e+00,1.191544686590081947e-02
2.000000000000000000e+00,1.292375702364256980e-02
3.000000000000000000e+00,1.239842110082752143e-02
4.000000000000000000e+00,1.221458400327304211e-02
5.000000000000000000e+00,1.278807978853826501e-02
6.000000000000000000e+00,1.233614078601735775e-02
7.000000000000000000e+00,1.251159641506411485e-02
8.000000000000000000e+00,1.114590314542228053e-02
9.000000000000000000e+00,1.258571411992259748e-02
