index,energy_per_site
0.000000000000000000e+00,-1.718770455098170280e-01
1.000000000000000000e+00,-1.635612624790101943e+00
2.000000000000000000e+00,-1.658748725137706881e+00
3.000000000000000000e+00,-1.677411337372938682e+00
4.000000000000000000e+00,-1.662686319666400347e+00
5.000000000000000000e+00,-1.699467613520191156e+00
6.000000000000000000e+00,-1.694176964019388665e+00
7.000000000000000000e+00,-1.708202115012241284e+00
8.000000000000000000e+00,-1.679661698118520397e+00
9.000000000000000000e+00,-1.740531138111137688e+00
