r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.550045913682261300e-01,7.301316552238471536e-01,1.291829071034161433e-02
1.880624426078970401e+00,6.633047670648368754e-01,2.025760631366026188e-02
2.776859504132232814e+00,6.239603838778082778e-01,2.504187247515228879e-02
3.643709825528008039e+00,5.987098112360432767e-01,2.839913222070175602e-02
4.481175390266297853e+00,5.834134809812160372e-01,2.907100154865715005e-02
5.289256198347109361e+00,5.679060007258837084e-01,3.115492410793907832e-02
6.067952249770431905e+00,5.517898315781443186e-01,3.192088961528335989e-02
6.817263544536272590e+00,5.305065679725826655e-01,3.375325050366973639e-02
7.537190082644627864e+00,5.124885358141607616e-01,3.633434439411636907e-02
8.227731864095499503e+00,4.939513049475753315e-01,4.012721670111429884e-02
8.888888888888889284e+00,4.849388764131539187e-01,3.970808402468758297e-02
9.520661157024793653e+00,4.747304307891055397e-01,4.417888162392164669e-02
1.012304866850321261e+01,4.573559653344476672e-01,4.567929158749558377e-02
1.069605142332415149e+01,4.480688133742175561e-01,4.748481330036381787e-02
1.123966942148760495e+01,4.336428681713747069e-01,4.814456006926446513e-02
1.175390266299357123e+01,4.213015556227787117e-01,4.735560261392414427e-02
1.223875114784205564e+01,4.010915133870376903e-01,4.865652016230271465e-02
1.269421487603305820e+01,3.837687615807084951e-01,5.065568637629961485e-02
1.312029384756657535e+01,3.421706291149441692e-01,5.267354168518825069e-02
1.351698806244260709e+01,3.609256399497978163e-01,5.506141001649466488e-02
1.388429752066115697e+01,3.373590290075590414e-01,5.832886310157224530e-02
1.422222222222222321e+01,3.217074658717006264e-01,5.473162485372089908e-02
1.453076216712580404e+01,3.161908499693937835e-01,6.384602290074647968e-02
1.480991735537190124e+01,2.851952675409288318e-01,6.524154847465997442e-02
1.505968778696051480e+01,2.827598878168349761e-01,6.146176748537659357e-02
1.528007346189164295e+01,2.921404742290238388e-01,6.991257672082307195e-02
1.547107438016528924e+01,2.715515298208858730e-01,6.107746780090960587e-02
1.563269054178145012e+01,2.729483994291488913e-01,6.077832664139316832e-02
1.576492194674012914e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.586776859504132275e+01,2.657939895530389007e-01,7.156130708887029068e-02
1.594123048668503273e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.598530762167125729e+01,2.559609392762415836e-01,7.587458397717801450e-02
