r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.669946358225071092e-01,2.233311953441460037e-04
1.938934911242604642e+00,9.585351418023627668e-01,5.060744751678569048e-04
2.885680473372783439e+00,9.521384482081373113e-01,6.213058332265979089e-04
3.817278106508876334e+00,9.476815075748558082e-01,5.607734879071703737e-04
4.733727810650883328e+00,9.451530680630184644e-01,4.681498531883092340e-04
5.635029585798818630e+00,9.435527560634078270e-01,3.691874559231482890e-04
6.521183431952664478e+00,9.428006991634622080e-01,3.027094985061894714e-04
7.392189349112427976e+00,9.420356629993730246e-01,4.096861753458232364e-04
8.248047337278105573e+00,9.411863303673833059e-01,5.356099024521642545e-04
9.088757396449704373e+00,9.400271560301096674e-01,6.096961762731051195e-04
9.914319526627220824e+00,9.384729693015482210e-01,6.416142671532589197e-04
1.072473372781065137e+01,9.372282187201814718e-01,5.706794597723182424e-04
1.151999999999999602e+01,9.360986549980970794e-01,5.400374629483620931e-04
1.230011834319526542e+01,9.348684313999190421e-01,5.325278897606040406e-04
1.306508875739645248e+01,9.338868720321868988e-01,4.657893279543271424e-04
1.381491124260355008e+01,9.323448024281677515e-01,4.887365582523599521e-04
1.454958579881656533e+01,9.305200176586226890e-01,4.978652055967521927e-04
1.526911242603550534e+01,9.280783380754922263e-01,5.337668695436705458e-04
1.597349112426035944e+01,9.253231833813250207e-01,5.542032759181189389e-04
1.666272189349112409e+01,9.222831770898238801e-01,5.374049459258102351e-04
1.733680473372780995e+01,9.201803063255016291e-01,5.534380529407296632e-04
1.799573964497041345e+01,9.174127718153090028e-01,4.991560310574610221e-04
1.863952662721893816e+01,9.148599289081412733e-01,5.525118432507202231e-04
1.926816568047337341e+01,9.130762447733040688e-01,5.542275274420102246e-04
1.988165680473372632e+01,9.122747786380762669e-01,6.072406849916140966e-04
2.048000000000000043e+01,9.103694301232376773e-01,5.593500365938656495e-04
2.106319526627219219e+01,9.072065342010940947e-01,6.377441359808032079e-04
2.163124260355029804e+01,9.079419994426956020e-01,7.513840777096615284e-04
2.218414201183431800e+01,9.061527908246266305e-01,8.953739373819965489e-04
2.272189349112426271e+01,9.028553044216779400e-01,9.776256226764095444e-04
2.324449704142012152e+01,9.033392812238220104e-01,9.678758375557620355e-04
2.375195266272189443e+01,8.994152943686564150e-01,1.203602694390228274e-03
2.424426035502958499e+01,8.993614312935090949e-01,9.631707280686519802e-04
2.472142011834319675e+01,8.975884790915320544e-01,9.141037329663969811e-04
2.518343195266272261e+01,8.963147484213167537e-01,1.064565389728517643e-03
2.563029585798816612e+01,8.947411465924782759e-01,8.862902627232892771e-04
2.606201183431952728e+01,8.977693279537114490e-01,7.491516442988642444e-04
2.647857988165680609e+01,8.899395690556791694e-01,1.098140591222676338e-03
2.688000000000000256e+01,8.930724423801144063e-01,9.339712474131272235e-04
2.726627218934911312e+01,8.864755849325258730e-01,1.407420229600260184e-03
2.763739644970414133e+01,9.032747113972662278e-01,9.482887385212257665e-04
2.799337278106509075e+01,8.883763379259956849e-01,1.364405391520894873e-03
2.833420118343195426e+01,8.933669366614889196e-01,1.182109489760552407e-03
2.865988165680473543e+01,9.008166138181390448e-01,1.037890549088692129e-03
2.897041420118343069e+01,8.807672560452973753e-01,1.945913520225816921e-03
2.926579881656804716e+01,8.949693403501196576e-01,1.109902658637089597e-03
2.954603550295858128e+01,8.924863891969905261e-01,1.442720501423794613e-03
2.981112426035502949e+01,8.835844940432427963e-01,1.952446358976578540e-03
3.006106508875739536e+01,8.893680502193571646e-01,2.394646641145014090e-03
3.029585798816568243e+01,8.906543399143820317e-01,1.404099443645358746e-03
3.051550295857988360e+01,8.803001627329117840e-01,1.898836639178345118e-03
3.071999999999999886e+01,8.844155966865497875e-01,1.943792273705932661e-03
3.090934911242603533e+01,8.675063507098031979e-01,3.238601514708798826e-03
3.108355029585798945e+01,8.866492117250285299e-01,1.756676104424412677e-03
3.124260355029585767e+01,8.967128567117037541e-01,1.648258207916166590e-03
3.138650887573964710e+01,8.725021430501392894e-01,2.160867683834720096e-03
3.151526627218935062e+01,8.709579489441029443e-01,2.224859186749908978e-03
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,8.657395661073238324e-01,2.103213734940414126e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,8.752836991801796751e-01,2.376417003884971364e-03
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,8.475559969080229683e-01,2.198805593572156561e-03
