step,energy_per_site
0.000000000000000000e+00,5.292658178617118958e-01
5.000000000000000000e+05,1.329083366124054200e-01
1.000000000000000000e+06,1.118268715699658467e-01
1.500000000000000000e+06,1.151908093606222039e-01
2.000000000000000000e+06,1.178755650372530078e-01
2.500000000000000000e+06,1.221041102160405067e-01
3.000000000000000000e+06,1.164012476920658345e-01
3.500000000000000000e+06,1.138134349999465889e-01
4.000000000000000000e+06,1.224713588045675677e-01
4.500000000000000000e+06,1.193730320548416490e-01
5.000000000000000000e+06,1.146264608806822627e-01
