r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,8.398011037868239326e-01
1.500000000000000000e+00,7.475657579987515788e-01
2.500000000000000000e+00,7.094363747103930029e-01
3.500000000000000000e+00,6.852776362733441484e-01
4.500000000000000000e+00,6.653225835411640254e-01
5.500000000000000000e+00,6.507044196171902772e-01
6.500000000000000000e+00,6.395277957496037224e-01
7.500000000000000000e+00,6.308904357570597199e-01
8.500000000000000000e+00,6.238342859278416253e-01
9.500000000000000000e+00,6.181689590378447452e-01
1.050000000000000000e+01,6.139526677096384111e-01
1.150000000000000000e+01,6.097451242274721794e-01
1.250000000000000000e+01,6.062161098720070251e-01
1.350000000000000000e+01,6.033799058085919098e-01
1.450000000000000000e+01,5.993437343716799814e-01
1.550000000000000000e+01,5.953584943828779119e-01
1.650000000000000000e+01,5.942572626607872666e-01
1.750000000000000000e+01,5.903013339852574148e-01
1.850000000000000000e+01,5.872462855949946992e-01
1.950000000000000000e+01,5.839552282937026106e-01
2.050000000000000000e+01,5.807495940653185640e-01
2.150000000000000000e+01,5.768651935178977785e-01
2.250000000000000000e+01,5.746115960309657877e-01
2.350000000000000000e+01,5.707065560140948124e-01
2.450000000000000000e+01,5.681487778329841198e-01
2.550000000000000000e+01,5.649941832783379470e-01
2.650000000000000000e+01,5.638571383576730378e-01
2.750000000000000000e+01,5.591472160288090132e-01
2.850000000000000000e+01,5.585171769444469136e-01
2.950000000000000000e+01,5.582819543258751294e-01
3.050000000000000000e+01,5.548838302361681629e-01
3.150000000000000000e+01,5.523154027574215252e-01
3.250000000000000000e+01,5.498632004032947274e-01
3.350000000000000000e+01,5.479678967066980988e-01
3.450000000000000000e+01,5.447581181279442797e-01
3.550000000000000000e+01,5.453604792872650542e-01
3.650000000000000000e+01,5.422221913166237472e-01
3.750000000000000000e+01,5.381591360334073704e-01
3.850000000000000000e+01,5.369772126418153047e-01
3.950000000000000000e+01,5.356514366593134735e-01
4.050000000000000000e+01,5.331044241976878872e-01
4.150000000000000000e+01,5.328362788192921862e-01
4.250000000000000000e+01,5.325602121443814285e-01
4.350000000000000000e+01,5.316025172099697604e-01
4.450000000000000000e+01,5.302352753653104545e-01
4.550000000000000000e+01,5.291556520011677645e-01
4.650000000000000000e+01,5.279669628328801378e-01
4.750000000000000000e+01,5.270525762275720671e-01
4.850000000000000000e+01,5.284669953718207358e-01
4.950000000000000000e+01,5.273535161010182160e-01
5.050000000000000000e+01,5.248613786547143834e-01
5.150000000000000000e+01,5.250989516368771426e-01
5.250000000000000000e+01,5.236782479572952287e-01
5.350000000000000000e+01,5.227752494212573042e-01
5.450000000000000000e+01,5.229099669988387378e-01
5.550000000000000000e+01,5.209840425514007389e-01
5.650000000000000000e+01,5.142837364852415050e-01
5.750000000000000000e+01,5.113925852685712314e-01
5.850000000000000000e+01,5.084412080164129044e-01
5.950000000000000000e+01,5.070203152843931749e-01
6.050000000000000000e+01,5.045889784258499322e-01
6.150000000000000000e+01,5.037103830186892006e-01
6.250000000000000000e+01,5.025284261262823460e-01
6.350000000000000000e+01,5.011367724414254043e-01
