step,energy_per_site
0.000000000000000000e+00,1.126462102183845682e+00
5.000000000000000000e+05,6.408028240061360847e-01
1.000000000000000000e+06,5.650121505498155727e-01
1.500000000000000000e+06,5.537556484839938342e-01
2.000000000000000000e+06,5.555489226082321874e-01
2.500000000000000000e+06,5.476423255144846625e-01
3.000000000000000000e+06,5.501301228469970273e-01
3.500000000000000000e+06,5.514057922741077977e-01
4.000000000000000000e+06,5.575471370863634979e-01
4.500000000000000000e+06,5.484374859675973379e-01
5.000000000000000000e+06,5.477869188742681139e-01
