r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,4.382587340804378062e-01,3.826092040277465946e-03
1.938934911242604642e+00,2.934204908971623227e-01,3.973543122173406328e-03
2.885680473372783439e+00,2.173309835219686126e-01,3.895404311031813900e-03
3.817278106508876334e+00,1.809146972987852042e-01,5.696197710138263363e-03
4.733727810650883328e+00,1.574804360328273811e-01,7.050861053354650840e-03
5.635029585798818630e+00,1.366496460884045472e-01,5.616690147603008512e-03
6.521183431952664478e+00,1.206928720690196993e-01,4.017927946186299580e-03
7.392189349112427976e+00,1.069498067038287953e-01,4.169270880300364815e-03
8.248047337278105573e+00,9.875375040796835480e-02,4.678777405302732631e-03
9.088757396449704373e+00,8.786278416606485564e-02,4.474812833886796307e-03
9.914319526627220824e+00,7.626181549479406352e-02,4.278973204975449959e-03
1.072473372781065137e+01,6.582163623751621784e-02,4.019864366675226369e-03
1.151999999999999602e+01,5.517415367954323774e-02,2.981779216311512045e-03
1.230011834319526542e+01,4.299757654034108700e-02,2.300858608197142198e-03
1.306508875739645248e+01,3.564185605239731519e-02,1.438837341409194203e-03
1.381491124260355008e+01,1.976770737067826481e-02,1.086859352790422008e-03
1.454958579881656533e+01,9.062236380362732185e-03,1.376920075077690386e-03
1.526911242603550534e+01,-4.544673299432635746e-03,1.821965881260343822e-03
1.597349112426035944e+01,-1.194177483617403501e-02,1.525683650236332343e-03
1.666272189349112409e+01,-1.725215877989625876e-02,2.035109043768706764e-03
1.733680473372780995e+01,-2.202833278683497334e-02,2.906291796650533384e-03
1.799573964497041345e+01,-3.348250907519823710e-02,3.073256997422524686e-03
1.863952662721893816e+01,-4.060577401869732567e-02,2.523899889925063349e-03
1.926816568047337341e+01,-4.271773033289643501e-02,3.637071687442774981e-03
1.988165680473372632e+01,-5.324309224218270326e-02,2.180605441624634388e-03
2.048000000000000043e+01,-6.320754845664222632e-02,2.392141523654153865e-03
2.106319526627219219e+01,-7.596710042058843482e-02,2.718680700383623288e-03
2.163124260355029804e+01,-7.072815461937652370e-02,2.767919520177582193e-03
2.218414201183431800e+01,-7.881885001070142172e-02,3.841147304956251275e-03
2.272189349112426271e+01,-9.003631364840210261e-02,4.041819423957660092e-03
2.324449704142012152e+01,-9.888828270427513223e-02,5.412993982943010464e-03
2.375195266272189443e+01,-9.885355419834102042e-02,4.830610125619096661e-03
2.424426035502958499e+01,-1.144652064028271882e-01,5.329475156321063917e-03
2.472142011834319675e+01,-1.233651190889863136e-01,6.037976263785555485e-03
2.518343195266272261e+01,-1.213476024638839440e-01,4.825226570573101087e-03
2.563029585798816612e+01,-1.297688889738495555e-01,5.186063777283715127e-03
2.606201183431952728e+01,-1.390747267284595523e-01,5.104949291878061769e-03
2.647857988165680609e+01,-1.135125876554481522e-01,5.170224664376931248e-03
2.688000000000000256e+01,-1.451496655386572132e-01,5.428187540291428900e-03
2.726627218934911312e+01,-1.042852583475041006e-01,6.598994220870979879e-03
2.763739644970414133e+01,-1.723193015553310115e-01,8.059486045815161814e-03
2.799337278106509075e+01,-1.202495906423735883e-01,4.687356736474555981e-03
2.833420118343195426e+01,-1.312877656870111986e-01,7.704655904470675797e-03
2.865988165680473543e+01,-1.441546181960261797e-01,7.577562389646547159e-03
2.897041420118343069e+01,-1.028375608137710590e-01,3.859610413344195107e-03
2.926579881656804716e+01,-1.285803201341548796e-01,1.156291855126420978e-02
2.954603550295858128e+01,-1.122310001189559120e-01,9.836469497882586316e-03
2.981112426035502949e+01,-9.551971218172328193e-02,7.109799319756022855e-03
3.006106508875739536e+01,-8.083117181066903911e-02,7.701891024563547149e-03
3.029585798816568243e+01,-1.049549984649042061e-01,1.425610933562593795e-02
3.051550295857988360e+01,-9.554356843950717604e-02,6.523894731318480300e-03
3.071999999999999886e+01,-1.019706783184662763e-01,5.604319450855462306e-03
3.090934911242603533e+01,-7.791185965621871823e-02,1.134881853239596249e-02
3.108355029585798945e+01,-7.284521822525029389e-02,1.189340499436484719e-02
3.124260355029585767e+01,-1.067623643277525319e-01,1.420563387800613184e-02
3.138650887573964710e+01,-6.680701173361537626e-02,9.971409730972722110e-03
3.151526627218935062e+01,-7.994172507265150107e-02,8.062110034946614115e-03
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,-6.672171857524326899e-02,6.462433306725031724e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,-8.071751004199682888e-02,1.287242305849986210e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,-2.823330108023163962e-02,6.275283520539482601e-03
