step,energy_per_site
0.000000000000000000e+00,5.367522087066279868e-01
5.000000000000000000e+05,3.615801521555421782e-01
1.000000000000000000e+06,3.754253453193558965e-01
1.500000000000000000e+06,3.686253644673001539e-01
2.000000000000000000e+06,3.695075749246837793e-01
2.500000000000000000e+06,3.667574258914201857e-01
3.000000000000000000e+06,3.617851064408975637e-01
3.500000000000000000e+06,3.710277613257826901e-01
4.000000000000000000e+06,3.695045886034372673e-01
4.500000000000000000e+06,3.725979065168563698e-01
5.000000000000000000e+06,3.745231740716715163e-01
