r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.324318832996247197e-01
1.500000000000000000e+00,5.798023800642948533e-01
2.500000000000000000e+00,5.134147314816348562e-01
3.500000000000000000e+00,4.676182978544549673e-01
4.500000000000000000e+00,4.328385556513584254e-01
5.500000000000000000e+00,4.053381250217773513e-01
6.500000000000000000e+00,3.836684051358216774e-01
7.500000000000000000e+00,3.653494850114528680e-01
8.500000000000000000e+00,3.511380189294444065e-01
9.500000000000000000e+00,3.377116340607294598e-01
1.050000000000000000e+01,3.262474762473746570e-01
1.150000000000000000e+01,3.154730360755559349e-01
1.250000000000000000e+01,3.052781692265539859e-01
1.350000000000000000e+01,2.963827985779199925e-01
1.450000000000000000e+01,2.858543281012294046e-01
1.550000000000000000e+01,2.758336421644558833e-01
1.650000000000000000e+01,2.684934996673437047e-01
1.750000000000000000e+01,2.597929564425631721e-01
1.850000000000000000e+01,2.517969146092539079e-01
1.950000000000000000e+01,2.441177807817133949e-01
2.050000000000000000e+01,2.370081136464284033e-01
2.150000000000000000e+01,2.307002402761088311e-01
2.250000000000000000e+01,2.256442287812493452e-01
2.350000000000000000e+01,2.194336561893645288e-01
2.450000000000000000e+01,2.146022009305038891e-01
2.550000000000000000e+01,2.092115928039346151e-01
2.650000000000000000e+01,2.066068037133472757e-01
2.750000000000000000e+01,1.999019442336095187e-01
2.850000000000000000e+01,1.974133328030660828e-01
2.950000000000000000e+01,1.949821600774890307e-01
3.050000000000000000e+01,1.902002053422646999e-01
3.150000000000000000e+01,1.853631538435594750e-01
3.250000000000000000e+01,1.820384274675286851e-01
3.350000000000000000e+01,1.786682895648807057e-01
3.450000000000000000e+01,1.760910413432057731e-01
3.550000000000000000e+01,1.751705252118275213e-01
3.650000000000000000e+01,1.729125729628953057e-01
3.750000000000000000e+01,1.666436539105586589e-01
3.850000000000000000e+01,1.656118877199138917e-01
3.950000000000000000e+01,1.630086022092218923e-01
4.050000000000000000e+01,1.606375614862455004e-01
4.150000000000000000e+01,1.592109447349648599e-01
4.250000000000000000e+01,1.569949840213141767e-01
4.350000000000000000e+01,1.550225094066280951e-01
4.450000000000000000e+01,1.513055762739303201e-01
4.550000000000000000e+01,1.478691953932292635e-01
4.650000000000000000e+01,1.450274879127437244e-01
4.750000000000000000e+01,1.427721390515029054e-01
4.850000000000000000e+01,1.440263466313757013e-01
4.950000000000000000e+01,1.414901394790659128e-01
5.050000000000000000e+01,1.377252809691077440e-01
5.150000000000000000e+01,1.360159203539655359e-01
5.250000000000000000e+01,1.330398623773264288e-01
5.350000000000000000e+01,1.295727493296405242e-01
5.450000000000000000e+01,1.295002011093528693e-01
5.550000000000000000e+01,1.250945515680108866e-01
5.650000000000000000e+01,1.119118178298638411e-01
5.750000000000000000e+01,1.078573121190860018e-01
5.850000000000000000e+01,1.022820054306193271e-01
5.950000000000000000e+01,1.008384561769164328e-01
6.050000000000000000e+01,9.593155617752464892e-02
6.150000000000000000e+01,9.549406166787779981e-02
6.250000000000000000e+01,9.272270821063580137e-02
6.350000000000000000e+01,9.217262427476308195e-02
