index,energy_per_site
0.000000000000000000e+00,5.346439694923531549e-01
1.000000000000000000e+00,3.722407314039122839e-01
2.000000000000000000e+00,3.731389673766439818e-01
3.000000000000000000e+00,3.722949758131631759e-01
4.000000000000000000e+00,3.718171275269337994e-01
5.000000000000000000e+00,3.735185990722316163e-01
6.000000000000000000e+00,3.718637918722391689e-01
7.000000000000000000e+00,3.711566575616763175e-01
8.000000000000000000e+00,3.727794475699728327e-01
9.000000000000000000e+00,3.730092707535876961e-01
