index,energy_per_site
0.000000000000000000e+00,5.879320472291255095e-02
1.000000000000000000e+00,2.495603591084840159e-02
2.000000000000000000e+00,2.578370570264865505e-02
3.000000000000000000e+00,2.514000586116927130e-02
4.000000000000000000e+00,2.574865232374501031e-02
5.000000000000000000e+00,2.414797598779503535e-02
6.000000000000000000e+00,2.430118424174955785e-02
7.000000000000000000e+00,2.475255304765742320e-02
8.000000000000000000e+00,2.508867057324897648e-02
9.000000000000000000e+00,2.492713305348372155e-02
