r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,9.397212371729934954e-01,4.426313086150619161e-04
1.969112433147053309e+00,9.219715884160253339e-01,6.531485355914672152e-04
2.942130881557602606e+00,9.116228798953349699e-01,8.039351009285351487e-04
3.907457484526176472e+00,9.040594074338472730e-01,1.022459740486430721e-03
4.865092242052753591e+00,8.978929331934212277e-01,1.231100300100877471e-03
5.815035154137369489e+00,8.927551357248156849e-01,1.415213775387499017e-03
6.757286220780002850e+00,8.883884653717821767e-01,1.631227876293238127e-03
7.691845441980646569e+00,8.845036177832379387e-01,1.819720536424054196e-03
8.618712817739321963e+00,8.814028183478845868e-01,1.957725412956339266e-03
9.537888348056007715e+00,8.773882283764947720e-01,2.127542459062139492e-03
1.044937203293071804e+01,8.739304823354537843e-01,2.296312143218519081e-03
1.135316387236343161e+01,8.707757029035695373e-01,2.450431844599543826e-03
1.224926386635418396e+01,8.677800237763860780e-01,2.652714230474279879e-03
1.313767201490294667e+01,8.651762137769286598e-01,2.823747890221879869e-03
1.401838831800973395e+01,8.633129784221847958e-01,2.975672334426142113e-03
1.489141277567453869e+01,8.610560278978777182e-01,3.203843977878850433e-03
1.575674538789736090e+01,8.589265850065200825e-01,3.448855108231646972e-03
1.661438615467820767e+01,8.568694018916472865e-01,3.655280136156058984e-03
1.746433507601707191e+01,8.550437835017472565e-01,3.939203125810587271e-03
1.830659215191395361e+01,8.530303275465461743e-01,4.223316249619179889e-03
1.914115738236885278e+01,8.513088334336512686e-01,4.469661631553484629e-03
1.996803076738176230e+01,8.495980295314051745e-01,4.707238830925867916e-03
2.078721230695270350e+01,8.478674616592946078e-01,4.890455192945650058e-03
2.159870200108166216e+01,8.460471984129813716e-01,4.989462094849256117e-03
2.240249984976864539e+01,8.442181419605092607e-01,5.048674382268552273e-03
2.319860585301364608e+01,8.426149503508226779e-01,5.130391007763952446e-03
2.398702001081665003e+01,8.407463460152234669e-01,5.259319914793842386e-03
2.476774232317768565e+01,8.388848958964590929e-01,5.400318306829465786e-03
2.554077279009674584e+01,8.373319613596854616e-01,5.457477165174370350e-03
2.630611141157382349e+01,8.356887374682294700e-01,5.593130321149633773e-03
2.706375818760891860e+01,8.344367334113984569e-01,5.672373765886569094e-03
2.781371311820203118e+01,8.329165965123198623e-01,5.932412575249050406e-03
2.855597620335316833e+01,8.314451203399982893e-01,5.957516493516136317e-03
2.929054744306231584e+01,8.298306378893079982e-01,6.108642246931710387e-03
3.001742683732948791e+01,8.282682874364476477e-01,6.241145837560619844e-03
3.073661438615468455e+01,8.268304185822796804e-01,6.370768092900216777e-03
3.144811008953789155e+01,8.250567784110596214e-01,6.388368638898819438e-03
3.215191394747911602e+01,8.240569136340128997e-01,6.564339169247156852e-03
3.284802595997836505e+01,8.222491605472455056e-01,6.618292331655029406e-03
3.353644612703563155e+01,8.209208093094805259e-01,6.735619887640625046e-03
3.421717444865092261e+01,8.196579958313472414e-01,6.857825587197931456e-03
3.489021092482423114e+01,8.185442212470985801e-01,6.930274907471248476e-03
3.555555555555555003e+01,8.179258520180746617e-01,7.075736774529050276e-03
3.621320834084490059e+01,8.166429730145866595e-01,7.171490699945077575e-03
3.686316928069226151e+01,8.156085287424580388e-01,7.256527509831453560e-03
3.750543837509764700e+01,8.153983561388569168e-01,7.334551513809845283e-03
3.814001562406104995e+01,8.144497351110780992e-01,7.375351828599106471e-03
3.876690102758247747e+01,8.130750083857652966e-01,7.297984132341465459e-03
3.938609458566192245e+01,8.129085282787561484e-01,7.313347543048628191e-03
3.999759629829938490e+01,8.139529955499287261e-01,7.490505829366743418e-03
4.060140616549486481e+01,8.117130939896222142e-01,7.258708444795538076e-03
4.119752418724836218e+01,8.118170194455087696e-01,7.241741809646903665e-03
4.178595036355989123e+01,8.131452191856066714e-01,7.425947436851818191e-03
4.236668469442942353e+01,8.115180850415493197e-01,7.223275816668922079e-03
4.293972717985697329e+01,8.116853628732403347e-01,7.204653268025635639e-03
4.350507781984255473e+01,8.141421180917389755e-01,7.587216022234243018e-03
4.406273661438615363e+01,8.120755114392015361e-01,7.212285877931733091e-03
4.461270356348777000e+01,8.121334415062729795e-01,7.223187220296299269e-03
4.515497866714740383e+01,8.128370463863636708e-01,7.146785246852787460e-03
4.568956192536505512e+01,8.120043111921547707e-01,7.006244532355004710e-03
4.621645333814073808e+01,8.134017440165118851e-01,7.109744577262887104e-03
4.673565290547442430e+01,8.110002079194162938e-01,6.824559160001610059e-03
4.724716062736614219e+01,8.119375352429446524e-01,6.841580584812547230e-03
4.775097650381587755e+01,8.115111675370784150e-01,6.748053192194929627e-03
4.824710053482363037e+01,8.110421967892040840e-01,6.676234412603223797e-03
4.873553272038940065e+01,8.115236364000045777e-01,6.691540792014494948e-03
4.921627306051318840e+01,8.099654877352338023e-01,6.536544727190144073e-03
4.968932155519500071e+01,8.117703740275005186e-01,6.589977790594324716e-03
5.015467820443483049e+01,8.090414575271123176e-01,6.426427815368841202e-03
5.061234300823267773e+01,8.111869392778368049e-01,6.551295278657525388e-03
5.106231596658854244e+01,8.089799926365498495e-01,6.406956826314633147e-03
5.150459707950243171e+01,8.108535763869910706e-01,6.588295052185363758e-03
5.193918634697433845e+01,8.083914570468089256e-01,6.419743732936951906e-03
5.236608376900426975e+01,8.099625344186417442e-01,6.623353095774672274e-03
5.278528934559221142e+01,8.080759237221576408e-01,6.527618512404518777e-03
5.319680307673817765e+01,8.088395805079460210e-01,6.651922069311079662e-03
5.360062496244215424e+01,8.074328874488657659e-01,6.703066895733236427e-03
5.399675500270416251e+01,8.077723881751169843e-01,6.781051520206235472e-03
5.438519319752418824e+01,8.076162911515993859e-01,6.885339683166251737e-03
5.476593954690223143e+01,8.066280811684672924e-01,6.920826437775952356e-03
5.513899405083829208e+01,8.072132442761432713e-01,7.392850799685527288e-03
5.550435670933237020e+01,8.071404927437325627e-01,7.006719707763497777e-03
5.586202752238447289e+01,8.056451292912378825e-01,7.178460770604648891e-03
5.621200648999459304e+01,8.072719441528228845e-01,7.805419138596112090e-03
5.655429361216273065e+01,8.054052642512317117e-01,7.617245897104480898e-03
5.688888888888888573e+01,8.053084249483467572e-01,8.050027985576494946e-03
5.721579232017306538e+01,8.049138858838186250e-01,8.421073806264698508e-03
5.753500390601526249e+01,8.031804080738038643e-01,8.019859081416114144e-03
5.784652364641547706e+01,8.036909725067173937e-01,9.105683077211101928e-03
5.815035154137371620e+01,8.034240015256740586e-01,9.169335027851352113e-03
5.844648759088997281e+01,8.006371132551404202e-01,8.665906556498332788e-03
5.873493179496423977e+01,8.023412376204209773e-01,1.046789295558592757e-02
5.901568415359653841e+01,8.003037771720057370e-01,9.696688341085552346e-03
5.928874466678684740e+01,7.988796136393192526e-01,1.015528019900870452e-02
5.955411333453518097e+01,7.986999838531598783e-01,1.070163067572757996e-02
5.981179015684153910e+01,7.982396882584276154e-01,1.063208109178373148e-02
6.006177513370590759e+01,7.962088725427225455e-01,1.093793039462049102e-02
6.030406826512830065e+01,7.958291087197554292e-01,1.108243129188053386e-02
6.053866955110871118e+01,7.959820606958301070e-01,1.229757809568815183e-02
6.076557899164713916e+01,7.955570123260304882e-01,1.197384186727985626e-02
6.098479658674358461e+01,7.921321777785235163e-01,1.166203863069674093e-02
6.119632233639805463e+01,7.911730727451606882e-01,1.200313039307577753e-02
6.140015624061054211e+01,7.915293122890512123e-01,1.345965985786251075e-02
6.159629829938104706e+01,7.918997912365887126e-01,1.309560435330534185e-02
6.178474851270956947e+01,7.912133706725181792e-01,1.364477951833069184e-02
6.196550688059611645e+01,7.845256476664344003e-01,1.274938412423468233e-02
6.213857340304068089e+01,7.854896811538394363e-01,1.339154711065212826e-02
6.230394808004326279e+01,7.899807708517647686e-01,1.540721678387312055e-02
6.246163091160386927e+01,7.825877016052099622e-01,1.379108926016790575e-02
6.261162189772249320e+01,7.893703108148296677e-01,1.485266559948281336e-02
6.275392103839913460e+01,7.813383764231470741e-01,1.468706462506487107e-02
6.288852833363379347e+01,7.826844021349342873e-01,1.507698543705743646e-02
6.301544378342647690e+01,7.487017584190595043e-01,1.222022137521918891e-02
6.313466738777717779e+01,7.820528355761341421e-01,1.512998454698617941e-02
6.324619914668589615e+01,7.893365313509641545e-01,1.683720446494186077e-02
6.335003906015263908e+01,7.819925890752987829e-01,1.474580748178950032e-02
6.344618712817739237e+01,7.793471697378695495e-01,1.561619321866517668e-02
6.353464335076017022e+01,7.763426232498591428e-01,1.650340759495223103e-02
6.361540772790096554e+01,7.804950907551759798e-01,1.610017216691183445e-02
6.368848025959978543e+01,7.850468216781191222e-01,1.723732260897352722e-02
6.375386094585661567e+01,7.834654839170300811e-01,1.784586006142760764e-02
6.381154978667147759e+01,7.651040198394553071e-01,1.769671394934356837e-02
6.386154678204434987e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.390385193197523961e+01,7.813779234736981660e-01,1.704021703113311678e-02
6.393846523646415392e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.396538669551108569e+01,7.601974102897766095e-01,2.093591408102389584e-02
6.398461630911604203e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.399615407727900873e+01,7.610113548494995550e-01,2.412804788792628774e-02
