index,energy_per_site
0.000000000000000000e+00,-3.144902118821856774e-01
1.000000000000000000e+00,-2.786855937856383303e+00
2.000000000000000000e+00,-2.784590158139530036e+00
3.000000000000000000e+00,-2.784065938768723214e+00
4.000000000000000000e+00,-2.779809279729049454e+00
5.000000000000000000e+00,-2.780537403140476815e+00
6.000000000000000000e+00,-2.788737968920734112e+00
7.000000000000000000e+00,-2.785407175964187854e+00
8.000000000000000000e+00,-2.785631714267281733e+00
9.000000000000000000e+00,-2.782049667660032810e+00
