index,energy_per_site
0.000000000000000000e+00,4.656862219260578528e-01
1.000000000000000000e+00,5.923668911925174252e-02
2.000000000000000000e+00,6.143518104657045426e-02
3.000000000000000000e+00,6.408997254010616318e-02
4.000000000000000000e+00,6.143264129919218802e-02
5.000000000000000000e+00,6.317890310039879498e-02
6.000000000000000000e+00,6.593735940945243124e-02
7.000000000000000000e+00,6.138813289509070792e-02
8.000000000000000000e+00,6.447928449958131858e-02
9.000000000000000000e+00,5.952677760931322087e-02
