index,energy_per_site
0.000000000000000000e+00,-3.094889564046860997e-01
1.000000000000000000e+00,-2.865245628851076809e+00
2.000000000000000000e+00,-2.868124547452279849e+00
3.000000000000000000e+00,-2.867055623679959808e+00
4.000000000000000000e+00,-2.866204326702903593e+00
5.000000000000000000e+00,-2.866993581967299587e+00
6.000000000000000000e+00,-2.865627695780026407e+00
7.000000000000000000e+00,-2.868577276041996971e+00
8.000000000000000000e+00,-2.867157605244789575e+00
9.000000000000000000e+00,-2.867984005892989074e+00
