step,energy_per_site
0.000000000000000000e+00,1.123333486081808497e+00
5.000000000000000000e+05,2.561567283960276553e-01
1.000000000000000000e+06,1.641898005975202524e-01
1.500000000000000000e+06,1.315414084950157769e-01
2.000000000000000000e+06,1.105185902417335775e-01
2.500000000000000000e+06,9.054447947080408732e-02
3.000000000000000000e+06,7.317729778433400278e-02
3.500000000000000000e+06,6.006586157250044800e-02
4.000000000000000000e+06,5.236985218781287088e-02
4.500000000000000000e+06,4.646178488084815039e-02
5.000000000000000000e+06,4.134222058383349441e-02
