r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,7.999398724834777541e-01,1.460732914911165668e-03
1.938934911242604642e+00,7.516822912515550570e-01,2.368873949130964433e-03
2.885680473372783439e+00,7.260639183103987371e-01,2.645188368989775940e-03
3.817278106508876334e+00,7.111762653693890490e-01,2.463664319989890879e-03
4.733727810650883328e+00,7.021816474854509771e-01,2.917327445303338849e-03
5.635029585798818630e+00,6.953167994421209919e-01,3.027717725552633247e-03
6.521183431952664478e+00,6.878409176216234711e-01,3.090874596827764258e-03
7.392189349112427976e+00,6.793483577104058035e-01,3.259039193741849853e-03
8.248047337278105573e+00,6.706791506220652899e-01,3.362868693948496083e-03
9.088757396449704373e+00,6.675502646739293056e-01,3.228852122275485681e-03
9.914319526627220824e+00,6.629086340023996327e-01,2.870594423462776313e-03
1.072473372781065137e+01,6.580517986539996533e-01,2.866756857073344839e-03
1.151999999999999602e+01,6.514295959886554632e-01,2.741343552554028392e-03
1.230011834319526542e+01,6.444717964421518008e-01,2.756822041711586360e-03
1.306508875739645248e+01,6.396931937619723119e-01,3.182298792496120014e-03
1.381491124260355008e+01,6.324289997473815372e-01,2.984618591234084774e-03
1.454958579881656533e+01,6.264062311399148930e-01,2.918772379755768965e-03
1.526911242603550534e+01,6.225121593098239536e-01,2.513944492758467004e-03
1.597349112426035944e+01,6.183138782327399774e-01,2.380809036327678502e-03
1.666272189349112409e+01,6.134865696431043292e-01,2.027272989792489391e-03
1.733680473372780995e+01,6.126693700174514756e-01,2.233013723570061778e-03
1.799573964497041345e+01,6.073041735017175036e-01,2.481836389050617962e-03
1.863952662721893816e+01,6.035590703306891180e-01,2.646899871869212544e-03
1.926816568047337341e+01,6.019441900852963157e-01,2.776236663639732212e-03
1.988165680473372632e+01,5.950189667387090209e-01,2.790487977514124248e-03
2.048000000000000043e+01,5.878205883259692843e-01,2.673094878280749768e-03
2.106319526627219219e+01,5.875280293030228362e-01,3.039701618842581034e-03
2.163124260355029804e+01,5.738393301121855750e-01,3.163276590287998624e-03
2.218414201183431800e+01,5.653204942114945508e-01,3.319257155766437446e-03
2.272189349112426271e+01,5.638945107614951047e-01,3.643503815750388439e-03
2.324449704142012152e+01,5.517017725676399698e-01,4.030608904245443908e-03
2.375195266272189443e+01,5.474238268222184622e-01,3.565837784423217006e-03
2.424426035502958499e+01,5.360193255442724514e-01,4.394815093487327087e-03
2.472142011834319675e+01,5.295137252000521322e-01,5.152987019463227403e-03
2.518343195266272261e+01,5.319724339883996622e-01,4.638362418677529318e-03
2.563029585798816612e+01,5.269397781528158964e-01,5.030280599074577960e-03
2.606201183431952728e+01,5.294832112859810813e-01,4.879019221806423119e-03
2.647857988165680609e+01,5.250711638697294070e-01,5.576678371164942374e-03
2.688000000000000256e+01,5.325710907125222882e-01,5.309033478978451848e-03
2.726627218934911312e+01,5.138878108783518917e-01,7.352681544996606672e-03
2.763739644970414133e+01,5.375600399611525360e-01,4.968474107076234665e-03
2.799337278106509075e+01,5.146892039058802437e-01,7.394474760764705411e-03
2.833420118343195426e+01,5.136262529386358411e-01,7.177002606463236435e-03
2.865988165680473543e+01,5.292018244058508403e-01,6.461603521765450948e-03
2.897041420118343069e+01,4.663179696221140813e-01,7.133782884608236459e-03
2.926579881656804716e+01,5.124845745797754759e-01,6.944501096137328626e-03
2.954603550295858128e+01,5.159489040091829182e-01,8.494989445643577261e-03
2.981112426035502949e+01,4.573164589421346293e-01,8.520967501277152550e-03
3.006106508875739536e+01,4.168691412016328202e-01,8.765617343754968788e-03
3.029585798816568243e+01,5.031110010583236258e-01,7.983095861031528143e-03
3.051550295857988360e+01,4.794361160534095223e-01,8.855350430426336614e-03
3.071999999999999886e+01,4.199586388083136890e-01,8.538488655786140996e-03
3.090934911242603533e+01,4.157841562571401028e-01,9.446119914446009583e-03
3.108355029585798945e+01,4.773800459679778396e-01,7.816707318641112623e-03
3.124260355029585767e+01,5.560934109680062409e-01,1.097115854549159629e-02
3.138650887573964710e+01,3.981707963122181337e-01,1.002711952966094978e-02
3.151526627218935062e+01,4.337367364363362565e-01,1.147218321537242687e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,3.477845896998523201e-01,1.186288187303891073e-02
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,3.904270332105767016e-01,1.063210844445704704e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,4.134276405608514060e-01,8.618927975023150945e-03
