r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.550045913682261300e-01,8.316138889704897119e-01,4.424964843872601118e-03
1.880624426078970401e+00,7.823843236756327091e-01,7.316967843149200373e-03
2.776859504132232814e+00,7.503750792208863096e-01,9.802156287346661459e-03
3.643709825528008039e+00,7.265475574769421074e-01,1.150104785684329459e-02
4.481175390266297853e+00,7.100654746650565396e-01,1.237059712274971024e-02
5.289256198347109361e+00,6.937738228603351764e-01,1.430290435961007953e-02
6.067952249770431905e+00,6.801923181123520346e-01,1.598469390495192016e-02
6.817263544536272590e+00,6.639556134207718063e-01,1.702714970975553049e-02
7.537190082644627864e+00,6.495189418856860408e-01,1.844188340477075777e-02
8.227731864095499503e+00,6.307787147486842994e-01,1.853821402746233873e-02
8.888888888888889284e+00,6.211946469502007684e-01,1.976196594373114124e-02
9.520661157024793653e+00,6.051268656632317056e-01,1.878059621879159258e-02
1.012304866850321261e+01,5.866554241624404309e-01,1.814508659999678961e-02
1.069605142332415149e+01,5.707937086144508898e-01,1.906767274762072653e-02
1.123966942148760495e+01,5.621984989541265465e-01,1.894471208705760662e-02
1.175390266299357123e+01,5.502153939746835531e-01,1.940812744946893154e-02
1.223875114784205564e+01,5.408748395492021244e-01,1.965054583617780945e-02
1.269421487603305820e+01,5.343670666734409158e-01,2.110965008539749874e-02
1.312029384756657535e+01,5.310842006293177153e-01,2.195244668039215974e-02
1.351698806244260709e+01,5.226986896915155612e-01,2.126911770860499817e-02
1.388429752066115697e+01,5.239695554605436900e-01,2.826310690345588267e-02
1.422222222222222321e+01,5.057105641297723331e-01,2.557432200615292195e-02
1.453076216712580404e+01,5.204892392871107720e-01,3.759702207451884326e-02
1.480991735537190124e+01,4.986355125032618796e-01,3.328959969906505195e-02
1.505968778696051480e+01,4.886691934371863444e-01,3.095803720848604168e-02
1.528007346189164295e+01,4.536137040237804285e-01,3.964971900143581668e-02
1.547107438016528924e+01,4.952607511291861608e-01,4.184451037000072593e-02
1.563269054178145012e+01,4.672232275763695819e-01,3.804981274660292762e-02
1.576492194674012914e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.586776859504132275e+01,4.594436917920142749e-01,4.464503721578477746e-02
1.594123048668503273e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.598530762167125729e+01,4.199103596245445380e-01,5.834856580296196582e-02
