index,energy_per_site
0.000000000000000000e+00,-2.247687176148427668e-01
1.000000000000000000e+00,-2.314582977828641752e+00
2.000000000000000000e+00,-2.308096609373699870e+00
3.000000000000000000e+00,-2.370362497953772074e+00
4.000000000000000000e+00,-2.290098937289291481e+00
5.000000000000000000e+00,-2.379190960495332519e+00
6.000000000000000000e+00,-2.330485573447223402e+00
7.000000000000000000e+00,-2.325462943190133913e+00
8.000000000000000000e+00,-2.318072615055125407e+00
9.000000000000000000e+00,-2.353891376783792566e+00
