index,energy_per_site
0.000000000000000000e+00,-1.747486944615029569e-01
1.000000000000000000e+00,-1.789795028633733409e+00
2.000000000000000000e+00,-1.764139275267333717e+00
3.000000000000000000e+00,-1.817095985365897670e+00
4.000000000000000000e+00,-1.830055533252235911e+00
5.000000000000000000e+00,-1.874801422892768965e+00
6.000000000000000000e+00,-1.845478771998774858e+00
7.000000000000000000e+00,-1.806360931036443462e+00
8.000000000000000000e+00,-1.808007692778582198e+00
9.000000000000000000e+00,-1.835861852218034773e+00
