r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.998865845959148402e-01,2.315883653321212872e-09
1.938934911242604642e+00,9.997851528519947628e-01,2.635112467823243668e-09
2.885680473372783439e+00,9.996785635846983098e-01,3.002013585494286534e-09
3.817278106508876334e+00,9.995667547119873042e-01,3.884001679604947087e-09
4.733727810650883328e+00,9.994463844789809315e-01,4.345909418773625581e-09
5.635029585798818630e+00,9.993357399219268133e-01,4.264840344877002498e-09
6.521183431952664478e+00,9.992252074300780329e-01,4.625373963613282064e-09
7.392189349112427976e+00,9.990913223125627018e-01,5.047272681421624065e-09
8.248047337278105573e+00,9.989718569590917419e-01,5.909878106916353729e-09
9.088757396449704373e+00,9.988609710142277720e-01,6.407325357471346142e-09
9.914319526627220824e+00,9.987637831424348578e-01,6.692365932421985646e-09
1.072473372781065137e+01,9.986854695485350986e-01,7.082718224291377090e-09
1.151999999999999602e+01,9.986157589965091175e-01,7.269991555909676613e-09
1.230011834319526542e+01,9.985600482324819005e-01,7.335652622361388977e-09
1.306508875739645248e+01,9.985209437665196752e-01,8.003888556071161702e-09
1.381491124260355008e+01,9.984763694394470646e-01,8.103223427430303292e-09
1.454958579881656533e+01,9.984397641283517810e-01,8.156793387745555968e-09
1.526911242603550534e+01,9.984081393154817796e-01,8.416756416691338735e-09
1.597349112426035944e+01,9.983877504255683766e-01,8.304587248851918509e-09
1.666272189349112409e+01,9.983801520533965856e-01,9.166198298789756516e-09
1.733680473372780995e+01,9.983410865260662348e-01,9.166267834424080876e-09
1.799573964497041345e+01,9.983173396501894281e-01,9.493120949140998457e-09
1.863952662721893816e+01,9.982885193496447984e-01,1.022489387118368420e-08
1.926816568047337341e+01,9.982968891278450885e-01,1.107836067987981512e-08
1.988165680473372632e+01,9.982322462399149110e-01,1.101153194752655473e-08
2.048000000000000043e+01,9.981993474407914180e-01,1.189945746464353102e-08
2.106319526627219219e+01,9.982157286270172403e-01,1.269162503228410988e-08
2.163124260355029804e+01,9.981270368935497572e-01,1.345632417785974888e-08
2.218414201183431800e+01,9.980715233951618082e-01,1.244179509482628375e-08
2.272189349112426271e+01,9.980691984697941388e-01,1.307201718901163684e-08
2.324449704142012152e+01,9.979774386317227242e-01,1.212197980122276432e-08
2.375195266272189443e+01,9.979763319852307246e-01,1.305972943281301140e-08
2.424426035502958499e+01,9.978754699645187021e-01,1.091026501548676645e-08
2.472142011834319675e+01,9.978121488357074576e-01,1.010523722394425624e-08
2.518343195266272261e+01,9.977864225924464314e-01,8.962244731600185071e-09
2.563029585798816612e+01,9.977114403339547577e-01,8.593880400014046174e-09
2.606201183431952728e+01,9.976326250864668843e-01,8.781060163039585342e-09
2.647857988165680609e+01,9.976834443956346110e-01,7.625175907579365236e-09
2.688000000000000256e+01,9.975203532771049764e-01,7.551733532360054800e-09
2.726627218934911312e+01,9.976303709581130219e-01,4.984426393156665735e-09
2.763739644970414133e+01,9.971698125764668630e-01,1.086463071579756292e-08
2.799337278106509075e+01,9.974716085253404474e-01,5.028423404800666494e-09
2.833420118343195426e+01,9.972821479897032715e-01,6.084334822481714496e-09
2.865988165680473543e+01,9.971066387038102219e-01,9.179211207159915071e-09
2.897041420118343069e+01,9.974691925685000848e-01,5.237197600836030751e-09
2.926579881656804716e+01,9.970338514218464177e-01,2.887757570746648060e-09
2.954603550295858128e+01,9.970815778580035538e-01,1.018817111634521787e-08
2.981112426035502949e+01,9.972612764996623413e-01,9.253073417373494876e-09
3.006106508875739536e+01,9.973091911652048891e-01,7.555132354831266314e-09
3.029585798816568243e+01,9.968746808050922281e-01,3.277032900239596068e-09
3.051550295857988360e+01,9.970411441601363389e-01,9.166154158828931615e-09
3.071999999999999886e+01,9.971492458344514143e-01,8.698377760465831573e-09
3.090934911242603533e+01,9.971763352771202404e-01,1.388225754291976744e-08
3.108355029585798945e+01,9.968492187367232749e-01,4.851276919615677983e-09
3.124260355029585767e+01,9.965660153011213218e-01,3.625900619701192513e-09
3.138650887573964710e+01,9.970516835603884243e-01,3.021982652529287900e-09
3.151526627218935062e+01,9.969315123363403641e-01,4.313615222211096838e-09
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,9.970828195695190521e-01,1.306509265946111197e-08
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,9.968208905504511996e-01,3.550109381412752506e-08
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,9.964985625163137462e-01,7.441744420238028491e-09
