index,energy_per_site
0.000000000000000000e+00,-1.763137369408196709e-01
1.000000000000000000e+00,-1.887665882332669964e+00
2.000000000000000000e+00,-1.963822786202491733e+00
3.000000000000000000e+00,-1.863410288481282873e+00
4.000000000000000000e+00,-1.924776104462520010e+00
5.000000000000000000e+00,-1.920009855907572671e+00
6.000000000000000000e+00,-1.994319654829315835e+00
7.000000000000000000e+00,-1.954851137015413132e+00
8.000000000000000000e+00,-1.919645023121137939e+00
9.000000000000000000e+00,-1.991128468400527929e+00
