r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,1.638073565209248461e-02,2.937129383254581845e-03
1.938934911242604642e+00,1.045461729734094812e-02,2.053707594770489905e-03
2.885680473372783439e+00,1.296640022860651859e-02,1.480095459628055733e-03
3.817278106508876334e+00,7.359590610162017321e-03,2.110539354247337445e-03
4.733727810650883328e+00,1.263869340956688507e-02,1.797997345038108725e-03
5.635029585798818630e+00,1.065014448834498278e-02,2.274915901614713628e-03
6.521183431952664478e+00,1.180125843875296128e-02,1.902925642766820427e-03
7.392189349112427976e+00,1.377315956510252737e-02,1.490827795082607082e-03
8.248047337278105573e+00,1.320079607722181650e-02,1.394971595108889092e-03
9.088757396449704373e+00,1.103451991164599091e-02,2.216526891802589154e-03
9.914319526627220824e+00,1.070674208922121028e-02,1.561449792280556392e-03
1.072473372781065137e+01,1.199776486660586970e-02,1.645692563349716083e-03
1.151999999999999602e+01,1.243819624391687660e-02,1.378532580002881248e-03
1.230011834319526542e+01,7.855130021296624285e-03,1.985193211978424944e-03
1.306508875739645248e+01,1.384917213548855948e-02,1.248259155774432460e-03
1.381491124260355008e+01,1.570012249918457600e-02,1.425896465335724662e-03
1.454958579881656533e+01,1.020651929345103848e-02,1.834964654676461389e-03
1.526911242603550534e+01,1.088966419812856766e-02,1.275982719148568111e-03
1.597349112426035944e+01,1.217551260593980819e-02,1.516147648065946417e-03
1.666272189349112409e+01,1.028670662844697985e-02,2.599092556266540972e-03
1.733680473372780995e+01,1.231535493808331300e-02,1.652031709281301429e-03
1.799573964497041345e+01,9.848375789570686101e-03,1.239275885676808988e-03
1.863952662721893816e+01,1.016691929830722090e-02,1.749133544049205364e-03
1.926816568047337341e+01,8.920547275576215518e-03,1.137427657519932698e-03
1.988165680473372632e+01,1.035972284967662423e-02,1.895751893330885167e-03
2.048000000000000043e+01,1.153881408539536753e-02,2.692273862183396094e-03
2.106319526627219219e+01,1.086146396014180636e-02,2.039403246219731632e-03
2.163124260355029804e+01,1.212518982520418599e-02,2.349044883563383267e-03
2.218414201183431800e+01,7.715627148868795838e-03,1.918672005635209702e-03
2.272189349112426271e+01,1.349278233711946953e-02,3.821120170468980410e-03
2.324449704142012152e+01,1.071076645392393840e-02,1.757681380007844072e-03
2.375195266272189443e+01,9.900012991789801028e-03,3.974966497402820237e-03
2.424426035502958499e+01,9.279120966454680250e-03,1.880056677349221158e-03
2.472142011834319675e+01,1.269558101913195909e-02,2.238404664942031386e-03
2.518343195266272261e+01,1.483811721812298805e-02,1.284751581050136166e-03
2.563029585798816612e+01,1.072990574002011949e-02,2.243869174209678699e-03
2.606201183431952728e+01,1.223107159193742750e-02,3.559049133366441482e-03
2.647857988165680609e+01,1.244929287672741358e-02,3.410145842364741605e-03
2.688000000000000256e+01,1.501115183376590043e-02,3.390334987310947897e-03
2.726627218934911312e+01,1.234302214768263732e-02,3.043444525121994249e-03
2.763739644970414133e+01,9.710591229579261172e-03,4.042512957307308787e-03
2.799337278106509075e+01,1.490803705987119206e-02,4.332529710612069082e-03
2.833420118343195426e+01,1.258869162306627126e-02,2.912307341433795996e-03
2.865988165680473543e+01,1.235121347844650615e-02,4.749432305763336137e-03
2.897041420118343069e+01,6.285108093066913738e-03,4.212217938092763930e-03
2.926579881656804716e+01,6.267259083710286817e-03,5.279710800752920527e-03
2.954603550295858128e+01,9.014345932759263921e-03,6.220823400570749638e-03
2.981112426035502949e+01,1.301464823344311052e-02,3.672998844232200875e-03
3.006106508875739536e+01,1.745476953170680768e-03,7.219879386167579044e-03
3.029585798816568243e+01,-1.974818443304559874e-03,6.205417827617076831e-03
3.051550295857988360e+01,2.795009888616513394e-02,9.315487792013800797e-03
3.071999999999999886e+01,1.634986587207734252e-02,6.029569028509301071e-03
3.090934911242603533e+01,1.107491106479619077e-02,9.835617990405824684e-03
3.108355029585798945e+01,2.943204176854948267e-03,5.508398408879212026e-03
3.124260355029585767e+01,1.127605721456460645e-02,2.028480823852920473e-02
3.138650887573964710e+01,2.355620426153739577e-03,8.343869197538336668e-03
3.151526627218935062e+01,1.423518960391929704e-02,1.627362965185721183e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,1.114289849454140266e-02,1.083396555634948653e-02
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,2.667813710077810915e-02,1.495143452288377230e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,9.409120366997531307e-03,3.405099515972093583e-03
