index,energy_per_site
0.000000000000000000e+00,-3.278005625168958215e-01
1.000000000000000000e+00,-2.941587031419214071e+00
2.000000000000000000e+00,-2.943930244776971072e+00
3.000000000000000000e+00,-2.943787108983525247e+00
4.000000000000000000e+00,-2.943892299335863161e+00
5.000000000000000000e+00,-2.943409509870730467e+00
6.000000000000000000e+00,-2.943470391719326340e+00
7.000000000000000000e+00,-2.943781624943167419e+00
8.000000000000000000e+00,-2.943493949999650194e+00
9.000000000000000000e+00,-2.943970589092290702e+00
