index,energy_per_site
0.000000000000000000e+00,-4.025501956023238015e-01
1.000000000000000000e+00,-2.701733432451769890e+00
2.000000000000000000e+00,-2.705766156431926195e+00
3.000000000000000000e+00,-2.710809946584479047e+00
4.000000000000000000e+00,-2.704049037488783558e+00
5.000000000000000000e+00,-2.696622659404238398e+00
6.000000000000000000e+00,-2.705863076825206992e+00
7.000000000000000000e+00,-2.700412118904271352e+00
8.000000000000000000e+00,-2.702308074400447513e+00
9.000000000000000000e+00,-2.708953345762260323e+00
