r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,6.383009220236404158e-01,2.668682688400879615e-03
9.999999999999988898e-01,3.347448369359225286e-17,6.583496956109411435e-01,1.661937606609142090e-03
9.999999999999998890e-01,3.347448369359225286e-17,6.520010553332863390e-01,3.411714711278027081e-03
9.999999999999998890e-01,0.000000000000000000e+00,6.718718602331835710e-01,3.644122633410676847e-03
1.000000000000000000e+00,0.000000000000000000e+00,6.478018087608060638e-01,8.466235417356271845e-04
1.000000000000000222e+00,0.000000000000000000e+00,6.623839759353810086e-01,4.225643516758059368e-03
1.000000000000000222e+00,6.694896738718450572e-17,6.588465062919882653e-01,2.978712200436266222e-03
1.000000000000001998e+00,0.000000000000000000e+00,6.681009372853573547e-01,1.258535825361417528e-03
1.732050807568874973e+00,0.000000000000000000e+00,5.365141200376709607e-01,1.529105622201996527e-03
1.732050807568876971e+00,6.694896738718450572e-17,5.468840518894340086e-01,2.524050867266929184e-03
1.732050807568877193e+00,0.000000000000000000e+00,5.546130718631767653e-01,5.003838365542346428e-03
1.732050807568877193e+00,6.694896738718450572e-17,6.127475861362768894e-01,5.216113230726437608e-03
1.732050807568878303e+00,2.008469021615535172e-16,5.615395415323320982e-01,2.561186455302990207e-03
1.732050807568878525e+00,0.000000000000000000e+00,5.604761136658805709e-01,1.193016605892556481e-03
1.732050807568882078e+00,0.000000000000000000e+00,5.675220774322846662e-01,4.402165337208605207e-03
1.999999999999997780e+00,6.694896738718450572e-17,5.183754476348088058e-01,1.396839677159228844e-03
1.999999999999999778e+00,6.694896738718450572e-17,5.142748791530935559e-01,2.610372267777012062e-03
1.999999999999999778e+00,0.000000000000000000e+00,5.759911109971288523e-01,3.842010217507440747e-03
2.000000000000000000e+00,0.000000000000000000e+00,5.309600223583065270e-01,7.338863825995096913e-04
2.000000000000000444e+00,0.000000000000000000e+00,5.438224022263711266e-01,6.767121329533293955e-03
2.000000000000000444e+00,1.338979347743690114e-16,5.416280377525052314e-01,1.604047311145725442e-03
2.000000000000003997e+00,0.000000000000000000e+00,5.467752071057204732e-01,2.670737579468529868e-03
2.645751311064583167e+00,1.338979347743690114e-16,4.626173102573308271e-01,5.907902799308697821e-03
2.645751311064586719e+00,1.338979347743690114e-16,4.776706258877613798e-01,6.276342517479559929e-03
2.645751311064589384e+00,1.338979347743690114e-16,4.771933040952213156e-01,1.482802791333694614e-03
2.645751311064589828e+00,0.000000000000000000e+00,3.720746282597277022e-01,7.108683037371446405e-03
2.645751311064590272e+00,0.000000000000000000e+00,4.880875543698966479e-01,1.627297342361296853e-03
2.645751311064590272e+00,1.338979347743690114e-16,4.872364476508657116e-01,1.712188340525615639e-03
2.645751311064592048e+00,1.338979347743690114e-16,4.889798758513695387e-01,1.450347490316281985e-03
2.645751311064592937e+00,1.338979347743690114e-16,6.127518209083429035e-01,4.549338979090460609e-03
2.645751311064593825e+00,0.000000000000000000e+00,4.870192004610513492e-01,1.908317811069163957e-03
2.645751311064593825e+00,1.338979347743690114e-16,4.881567442529181622e-01,5.269791083503261829e-03
