step,energy_per_site
0.000000000000000000e+00,5.427855570921285011e-01
1.000000000000000000e+06,3.555936093440967838e-01
2.000000000000000000e+06,3.451440452418341742e-01
3.000000000000000000e+06,3.530500794438565793e-01
4.000000000000000000e+06,3.472688487597865858e-01
5.000000000000000000e+06,3.456448582956144211e-01
6.000000000000000000e+06,3.433607693547003348e-01
7.000000000000000000e+06,3.490798306698515430e-01
8.000000000000000000e+06,3.494198735236287434e-01
9.000000000000000000e+06,3.399673729328667737e-01
1.000000000000000000e+07,3.527976886894894637e-01
