r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,5.559393907523207945e-01,2.520129323050357591e-03
9.999999999999988898e-01,3.347448369359225286e-17,5.761923572890444989e-01,2.217926424204957458e-03
9.999999999999998890e-01,3.347448369359225286e-17,5.268408244638588256e-01,3.099970974178368685e-03
9.999999999999998890e-01,0.000000000000000000e+00,4.079180156414347613e-01,8.348961568908108352e-03
1.000000000000000000e+00,0.000000000000000000e+00,5.627820023577465580e-01,1.534195859076156916e-03
1.000000000000000222e+00,0.000000000000000000e+00,5.096085260552710716e-01,7.831689489339559510e-03
1.000000000000000222e+00,6.694896738718450572e-17,5.806613992029838744e-01,2.803370813116815973e-03
1.000000000000001998e+00,0.000000000000000000e+00,5.591990567762502584e-01,2.333136473422118759e-03
1.732050807568874973e+00,0.000000000000000000e+00,4.403863612857459864e-01,9.687883238107520244e-04
1.732050807568876971e+00,6.694896738718450572e-17,4.455327331613410657e-01,1.113665556587404215e-03
1.732050807568877193e+00,0.000000000000000000e+00,3.575331015318842787e-01,3.069560839657187786e-03
1.732050807568877193e+00,6.694896738718450572e-17,2.763227277324327158e-01,9.292783913417774350e-03
1.732050807568878303e+00,2.008469021615535172e-16,4.525569245911389427e-01,1.914883809100262737e-03
1.732050807568878525e+00,0.000000000000000000e+00,4.166206234938096276e-01,1.452580892772802057e-03
1.732050807568882078e+00,0.000000000000000000e+00,4.602624659860253820e-01,2.909655422895030766e-03
1.999999999999997780e+00,6.694896738718450572e-17,4.124356380009338574e-01,1.627387532877191262e-03
1.999999999999999778e+00,6.694896738718450572e-17,4.066332546369491041e-01,3.145895670892053832e-03
1.999999999999999778e+00,0.000000000000000000e+00,2.835492943417743383e-01,7.236325558526913136e-03
2.000000000000000000e+00,0.000000000000000000e+00,3.903106199348476135e-01,1.319722044027333598e-03
2.000000000000000444e+00,0.000000000000000000e+00,3.829863570785960736e-01,3.138153959497834780e-03
2.000000000000000444e+00,1.338979347743690114e-16,3.798409598789961317e-01,2.385300682291962866e-03
2.000000000000003997e+00,0.000000000000000000e+00,4.131428910833286339e-01,4.958162823927299116e-03
2.645751311064583167e+00,1.338979347743690114e-16,2.829644157002189075e-01,8.185043188478739046e-03
2.645751311064586719e+00,1.338979347743690114e-16,3.706394087182315888e-01,4.770671713756675925e-03
2.645751311064589384e+00,1.338979347743690114e-16,3.338525287501684646e-01,1.484297547672920343e-03
2.645751311064589828e+00,0.000000000000000000e+00,2.671103448947462766e-01,4.858856835485860122e-03
2.645751311064590272e+00,0.000000000000000000e+00,3.532173750451912397e-01,1.001811784238540448e-03
2.645751311064590272e+00,1.338979347743690114e-16,3.102760545018993787e-01,1.026082165112942408e-03
2.645751311064592048e+00,1.338979347743690114e-16,3.287634850624368554e-01,1.432933313135825162e-03
2.645751311064592937e+00,1.338979347743690114e-16,2.563182809168494392e-01,4.855203305960686250e-03
2.645751311064593825e+00,0.000000000000000000e+00,3.341951111797524798e-01,2.224257145022409763e-03
2.645751311064593825e+00,1.338979347743690114e-16,4.240165269103624568e-01,6.881800718228169196e-03
2.999999999999993339e+00,2.677958695487380229e-16,2.473241748360252845e-01,1.014441093758519305e-02
2.999999999999996891e+00,0.000000000000000000e+00,3.386047191098705000e-01,3.391022366862733815e-03
2.999999999999999556e+00,2.677958695487380229e-16,3.237088946728137184e-01,7.312646959541527734e-03
2.999999999999999556e+00,0.000000000000000000e+00,2.552202740795126434e-01,6.313472783730914029e-03
3.000000000000000000e+00,0.000000000000000000e+00,3.001279141465233447e-01,9.175777955095337215e-04
3.000000000000000444e+00,1.338979347743690114e-16,3.714938622581906436e-01,6.408670738205197483e-03
3.000000000000001332e+00,1.338979347743690114e-16,1.989137476506145086e-01,1.116735162487132553e-02
3.000000000000003109e+00,0.000000000000000000e+00,3.829242409815034054e-01,5.201527170524279653e-03
3.464101615137749945e+00,0.000000000000000000e+00,2.899160840069747724e-01,4.783988410261367716e-03
3.464101615137753942e+00,1.338979347743690114e-16,2.670764730566681511e-01,1.561936390919559190e-03
3.464101615137754386e+00,0.000000000000000000e+00,2.386533812025996015e-01,1.265049836902930932e-03
3.464101615137754386e+00,1.338979347743690114e-16,2.319393280300009741e-01,4.697787304513306207e-03
3.464101615137756607e+00,4.016938043231070343e-16,2.749444136016018780e-01,1.139632243992158090e-03
3.464101615137757051e+00,0.000000000000000000e+00,2.873977684906032781e-01,2.405423085741592495e-03
3.605551275463983352e+00,2.677958695487380229e-16,2.224171786085322455e-01,1.351581113983348070e-02
3.605551275463985128e+00,1.338979347743690114e-16,2.834927187740812204e-01,2.979679473644429501e-03
3.605551275463987349e+00,1.338979347743690114e-16,2.965316521947487516e-01,5.043446046536164719e-03
3.605551275463988237e+00,0.000000000000000000e+00,2.571694848903067765e-01,1.565988700015875706e-03
3.605551275463988237e+00,1.338979347743690114e-16,2.492468682655272216e-01,6.931504525963582374e-03
3.605551275463988237e+00,2.677958695487380229e-16,2.502748929660717492e-01,4.226871631128336650e-04
3.605551275463988237e+00,4.016938043231070343e-16,2.616445338492088268e-01,1.978797534190806194e-03
3.605551275463989569e+00,1.338979347743690114e-16,2.564694315882505848e-01,2.835088256478806874e-03
3.605551275463990457e+00,1.338979347743690114e-16,2.180818640042542222e-01,1.093587638627618007e-02
3.605551275463992233e+00,1.338979347743690114e-16,2.889194143728352482e-01,2.245913110509809626e-03
3.999999999999995559e+00,1.338979347743690114e-16,2.693663313571875717e-01,1.615800757593109475e-03
3.999999999999999556e+00,1.338979347743690114e-16,2.390209754249450202e-01,2.123805103082203674e-03
3.999999999999999556e+00,0.000000000000000000e+00,1.637119924865572673e-01,5.863147203848285451e-03
4.000000000000000000e+00,0.000000000000000000e+00,2.341287180400729584e-01,4.912913815238290592e-04
4.000000000000000888e+00,0.000000000000000000e+00,2.493307817637741286e-01,1.831347586686439110e-03
4.000000000000000888e+00,2.677958695487380229e-16,2.501287357470163841e-01,1.518718773286966642e-03
4.358898943540668647e+00,2.677958695487380229e-16,1.815044710593886890e-01,1.347920273551631715e-02
4.358898943540672200e+00,2.677958695487380229e-16,2.388079560743475993e-01,2.969054340920898767e-03
4.358898943540673088e+00,0.000000000000000000e+00,2.143710987737438289e-01,8.579282848246624340e-04
4.358898943540673976e+00,0.000000000000000000e+00,2.134938297499870130e-01,7.486949127110503451e-04
4.358898943540673976e+00,2.677958695487380229e-16,1.956696653286902621e-01,3.366128371940803159e-03
4.358898943540674864e+00,2.677958695487380229e-16,2.340273029827282525e-01,2.326544897322032485e-03
4.358898943540679305e+00,2.677958695487380229e-16,2.495545107704945920e-01,5.425045072797688751e-03
4.582575694955836276e+00,0.000000000000000000e+00,2.291369876297401909e-01,1.178350267779795617e-03
4.582575694955837164e+00,2.677958695487380229e-16,2.335786427764010575e-01,1.708594253438531141e-03
4.582575694955838053e+00,2.677958695487380229e-16,2.123290836516293356e-01,1.825196413725215178e-03
4.582575694955840717e+00,2.677958695487380229e-16,1.984767334537659300e-01,1.695447962895303088e-03
4.582575694955841605e+00,2.677958695487380229e-16,2.015406679608887086e-01,1.611255466935642517e-03
4.582575694955841605e+00,0.000000000000000000e+00,2.090080392012297616e-01,1.248203715775270031e-03
4.582575694955843382e+00,2.677958695487380229e-16,2.268504950583643820e-01,5.099557250422338470e-03
4.999999999999999112e+00,2.677958695487380229e-16,2.091380644797304622e-01,9.084047742746281622e-04
5.000000000000000000e+00,0.000000000000000000e+00,1.907554065040815705e-01,1.057352002132433671e-03
5.000000000000000888e+00,0.000000000000000000e+00,1.903080398427499931e-01,2.109165444909139129e-03
5.000000000000005329e+00,2.677958695487380229e-16,2.113563998240538533e-01,4.528099934779502775e-03
5.196152422706624918e+00,0.000000000000000000e+00,2.527765615028230162e-01,9.356891373180978300e-03
5.196152422706629359e+00,2.677958695487380229e-16,1.380613884628440757e-01,3.560769382565074324e-03
5.196152422706631135e+00,2.677958695487380229e-16,1.965270656370653457e-01,3.744599699409343740e-03
5.196152422706631135e+00,0.000000000000000000e+00,1.929251129454995217e-01,2.065189997018105489e-03
5.196152422706632024e+00,0.000000000000000000e+00,1.815754231638496696e-01,7.987754609174848924e-04
5.196152422706632912e+00,0.000000000000000000e+00,2.138680240848674363e-01,9.267651701020424015e-03
5.196152422706632912e+00,2.677958695487380229e-16,1.194694522223810895e-01,7.850256729602527600e-03
5.196152422706634688e+00,2.677958695487380229e-16,3.203261860013497664e-01,6.003631162995032994e-03
5.291502622129173439e+00,2.677958695487380229e-16,2.357902732416725378e-01,9.197720448591354542e-03
5.291502622129178768e+00,2.677958695487380229e-16,1.898198638574227770e-01,1.803792354082067078e-03
5.291502622129179656e+00,0.000000000000000000e+00,1.723385946096314403e-01,5.041852381268888302e-03
5.291502622129180544e+00,0.000000000000000000e+00,1.814104391731984067e-01,1.046627343041512141e-03
5.291502622129180544e+00,2.677958695487380229e-16,1.810480032679031570e-01,6.127861784305446832e-04
5.291502622129184097e+00,2.677958695487380229e-16,1.695905529031283832e-01,3.618136089023350852e-03
5.291502622129185873e+00,2.677958695487380229e-16,3.092125870127287457e-01,5.099959294075835994e-03
5.567764362830016189e+00,2.677958695487380229e-16,1.969827819896884935e-01,5.503929996296963618e-03
5.567764362830018854e+00,0.000000000000000000e+00,1.635597677654208881e-01,3.379450657418758310e-03
5.567764362830019742e+00,2.677958695487380229e-16,1.791648124920482144e-01,9.096732818392275774e-04
5.567764362830019742e+00,5.355917390974760458e-16,1.782389567560716814e-01,5.941966879983790395e-04
5.567764362830021518e+00,2.677958695487380229e-16,1.537758090562719171e-01,2.600098514440512230e-03
5.567764362830025071e+00,5.355917390974760458e-16,1.634266776944970634e-01,3.996645157901417694e-03
5.567764362830025071e+00,2.677958695487380229e-16,5.948364584243834297e-02,6.429838746687588716e-03
5.567764362830025071e+00,0.000000000000000000e+00,3.121943564589257925e-01,3.987009108794169546e-03
5.567764362830025959e+00,0.000000000000000000e+00,1.770590653174859141e-01,4.107799446820560238e-03
5.999999999999993783e+00,0.000000000000000000e+00,1.695940667885648401e-01,6.154442316095872119e-03
5.999999999999999112e+00,5.355917390974760458e-16,1.364455642739281216e-01,4.381726264186038347e-03
5.999999999999999112e+00,0.000000000000000000e+00,2.064535244740078324e-01,3.721816160110209132e-03
6.000000000000000000e+00,0.000000000000000000e+00,1.556589050222313420e-01,4.201932156413673049e-04
6.000000000000000888e+00,2.677958695487380229e-16,6.826783408678477327e-02,2.749756988355410003e-03
6.000000000000002665e+00,2.677958695487380229e-16,2.402152632720343517e-01,5.062904754823003596e-03
6.082762530298214010e+00,2.677958695487380229e-16,2.200128120726606573e-01,2.583945198397611526e-03
6.082762530298217563e+00,2.677958695487380229e-16,9.971301720672660907e-02,4.532506285033974236e-03
6.082762530298217563e+00,0.000000000000000000e+00,1.510778064115735342e-01,1.846973747540180165e-03
6.082762530298217563e+00,2.677958695487380229e-16,1.504686193771918867e-01,1.576227406084996282e-03
6.082762530298219339e+00,0.000000000000000000e+00,1.520871773202324695e-01,7.081611492409534830e-04
6.082762530298219339e+00,2.677958695487380229e-16,1.499558890432768632e-01,1.892039086079613580e-03
6.082762530298220227e+00,2.677958695487380229e-16,1.619373757792848811e-01,1.793354477682236473e-03
6.082762530298222892e+00,2.677958695487380229e-16,1.968391773119969601e-01,3.180605120670422850e-03
6.244997998398394756e+00,2.677958695487380229e-16,2.268999966571163818e-01,2.579072304565842560e-03
6.244997998398397421e+00,0.000000000000000000e+00,1.489088017515619311e-01,7.877244964675076842e-04
6.244997998398397421e+00,2.677958695487380229e-16,1.486064664389193657e-01,8.022364125991872461e-04
6.244997998398398309e+00,2.677958695487380229e-16,1.421441998870312806e-01,9.370192850796412983e-04
6.244997998398400973e+00,2.677958695487380229e-16,1.914821243294611008e-01,2.377972216954205367e-03
6.244997998398402750e+00,2.677958695487380229e-16,1.406986435209501285e-01,3.088429290141316529e-03
6.557438524301995031e+00,0.000000000000000000e+00,1.269063995306456138e-01,5.658968037902484434e-03
6.557438524301995031e+00,2.677958695487380229e-16,2.007125018334792454e-01,1.299754391840654728e-03
6.557438524301999472e+00,5.355917390974760458e-16,1.225805597880942482e-01,6.382060925859790908e-03
6.557438524301999472e+00,0.000000000000000000e+00,1.497348378864843677e-01,2.550391886935390526e-03
6.557438524302000360e+00,0.000000000000000000e+00,1.486970907762084071e-01,8.831078761416846475e-04
6.557438524302001248e+00,0.000000000000000000e+00,1.219591179729143104e-01,1.371756988817923826e-03
6.557438524302001248e+00,2.677958695487380229e-16,8.168846287288955565e-02,5.453153106082264147e-03
6.557438524302001248e+00,5.355917390974760458e-16,1.787240699969941671e-01,2.580386523367659158e-03
6.557438524302001248e+00,8.033876086462140687e-16,2.224538345627937452e-01,4.433313712889109214e-03
6.928203230275507885e+00,2.677958695487380229e-16,1.421610110749473577e-01,1.750624917411701615e-03
6.928203230275508773e+00,2.677958695487380229e-16,2.359978052120438596e-01,1.208258227694518697e-02
6.928203230275508773e+00,0.000000000000000000e+00,1.222636587994666013e-01,5.761987128099182835e-04
6.928203230275508773e+00,2.677958695487380229e-16,1.783779366556526302e-01,4.350069270126087108e-03
6.928203230275513214e+00,8.033876086462140687e-16,1.395363328308874273e-01,3.326266321890378533e-03
6.928203230275514102e+00,0.000000000000000000e+00,1.658331519506838492e-01,4.347211836339869018e-03
6.999999999999994671e+00,2.677958695487380229e-16,1.448097610578203964e-01,2.128122051767682675e-03
6.999999999999999112e+00,5.355917390974760458e-16,8.857898710327906378e-02,4.430286964557992799e-03
6.999999999999999112e+00,2.677958695487380229e-16,1.587883960248848148e-01,3.121615442022863084e-03
6.999999999999999112e+00,0.000000000000000000e+00,1.338383209211922997e-01,8.069198753345420633e-04
7.000000000000000000e+00,0.000000000000000000e+00,1.307171598028912529e-01,8.088570509942790690e-04
7.000000000000000888e+00,0.000000000000000000e+00,1.425769529080730125e-01,1.467542179577088941e-03
7.000000000000000888e+00,2.677958695487380229e-16,1.493049786236576026e-01,2.133002064207079485e-03
7.000000000000000888e+00,5.355917390974760458e-16,1.100769218459843324e-01,2.738645404046276093e-03
7.000000000000005329e+00,0.000000000000000000e+00,1.719127478661699737e-01,2.605511639949052542e-03
7.211102550927974697e+00,2.677958695487380229e-16,1.379268781822601264e-01,3.896149929106528919e-03
7.211102550927976473e+00,0.000000000000000000e+00,1.403804957057517011e-01,1.583159768283351650e-03
7.211102550927976473e+00,2.677958695487380229e-16,1.875409987419010827e-01,4.219317798542152748e-03
7.211102550927976473e+00,5.355917390974760458e-16,1.242947534724865438e-01,9.889299883979352657e-04
7.211102550927976473e+00,8.033876086462140687e-16,1.256268559557879583e-01,2.300484107315761521e-03
7.211102550927979138e+00,2.677958695487380229e-16,1.340829794339449266e-01,2.218427553239170867e-03
7.211102550927980914e+00,2.677958695487380229e-16,1.816736867226798335e-01,3.910864257248546257e-03
7.211102550927984467e+00,2.677958695487380229e-16,1.291815367130733361e-01,5.091805391121359721e-03
7.549834435270748045e+00,5.355917390974760458e-16,1.435533480714326349e-01,2.451921831703729893e-03
7.549834435270748045e+00,0.000000000000000000e+00,1.304236940171397408e-01,1.259410862158918997e-03
7.549834435270749822e+00,2.677958695487380229e-16,1.285831668754431334e-01,1.662105492123293598e-03
7.549834435270752486e+00,8.033876086462140687e-16,1.142611688913742485e-01,9.635411869867614113e-04
7.549834435270752486e+00,5.355917390974760458e-16,1.344993286987951342e-01,1.972919643013492340e-03
7.549834435270752486e+00,2.677958695487380229e-16,1.186099310650368110e-01,2.259734338983888924e-03
7.549834435270754263e+00,0.000000000000000000e+00,1.000782400255098431e-01,6.237041208292081959e-03
7.810249675906647759e+00,0.000000000000000000e+00,1.692039867385043417e-01,6.516153859362746117e-03
7.810249675906650424e+00,2.677958695487380229e-16,7.790649410102279404e-02,3.540911225811085861e-03
7.810249675906652200e+00,0.000000000000000000e+00,9.545809571456796705e-02,4.567660761048935106e-03
7.810249675906652200e+00,2.677958695487380229e-16,9.974333562831808053e-02,2.506000154203059157e-03
7.810249675906652200e+00,5.355917390974760458e-16,1.351289680183438147e-01,8.786391237562280994e-04
7.810249675906655753e+00,2.677958695487380229e-16,1.131410863920204596e-01,2.006668839403571471e-03
7.810249675906657529e+00,2.677958695487380229e-16,4.354829883315838174e-03,1.018164553870820263e-02
7.810249675906660194e+00,8.033876086462140687e-16,7.868730025157136265e-02,1.558159253258779766e-03
7.810249675906660194e+00,5.355917390974760458e-16,2.307697820731857419e-01,4.469994156983734743e-03
7.937253933193764155e+00,2.677958695487380229e-16,1.886246244735723387e-01,8.281696662168214207e-03
7.937253933193767708e+00,0.000000000000000000e+00,1.465827389455501284e-01,4.061004582209026652e-03
7.937253933193769484e+00,2.677958695487380229e-16,7.135300970265467946e-02,3.717975613510992542e-03
7.937253933193772149e+00,8.033876086462140687e-16,9.001398280904022997e-02,2.374653085459730879e-03
7.937253933193772149e+00,5.355917390974760458e-16,8.387776727004220279e-02,2.852860779273792228e-03
7.937253933193772149e+00,2.677958695487380229e-16,1.583541099122368900e-01,1.174304477521943791e-03
7.937253933193772149e+00,0.000000000000000000e+00,1.109286821994210914e-01,9.688607543646080966e-04
7.937253933193773037e+00,0.000000000000000000e+00,9.318173539005790429e-02,4.957913423383026978e-03
7.937253933193773925e+00,0.000000000000000000e+00,-7.681314808933420446e-02,4.864558040101010783e-03
7.937253933193773925e+00,2.677958695487380229e-16,1.605896457446896186e-01,3.572034206972014153e-03
7.937253933193773925e+00,5.355917390974760458e-16,2.210185730897438749e-01,4.950929693122613738e-03
7.999999999999999112e+00,2.677958695487380229e-16,1.161592587018044492e-01,2.288752898158005235e-03
7.999999999999999112e+00,0.000000000000000000e+00,1.327328983643608351e-01,2.459344184070830653e-03
8.000000000000000000e+00,0.000000000000000000e+00,9.704368351024536543e-02,1.957446495654064072e-03
8.000000000000001776e+00,0.000000000000000000e+00,1.231762477712745468e-01,1.674912903584810462e-03
8.000000000000001776e+00,5.355917390974760458e-16,9.454129501260606638e-02,3.098879601075619529e-03
8.185352771872443256e+00,0.000000000000000000e+00,1.372766130242782101e-01,1.030501765640393433e-02
8.185352771872446809e+00,0.000000000000000000e+00,1.109277259249832892e-01,2.291730980178222944e-03
8.185352771872446809e+00,5.355917390974760458e-16,1.107979578042606189e-01,9.364575040876422021e-04
8.185352771872448585e+00,5.355917390974760458e-16,1.143205819899972830e-01,1.503490878463714870e-03
8.185352771872453914e+00,5.355917390974760458e-16,7.078385912211455910e-02,4.157138752351637913e-03
8.185352771872455691e+00,5.355917390974760458e-16,2.391142811554164416e-01,5.326866228982225088e-03
8.544003745317525045e+00,0.000000000000000000e+00,1.105172759412551692e-01,7.294817059833747647e-03
8.544003745317526821e+00,5.355917390974760458e-16,7.647924413524953557e-02,3.452508108203752781e-03
8.544003745317528598e+00,5.355917390974760458e-16,1.004679794449587216e-01,1.255235505002276269e-03
8.544003745317530374e+00,5.355917390974760458e-16,1.000079500876983052e-01,1.442118903282122973e-03
8.544003745317535703e+00,5.355917390974760458e-16,2.006434944332401438e-01,3.193556074901210406e-03
8.544003745317537479e+00,5.355917390974760458e-16,7.095867666008599806e-02,2.843138956297968159e-03
8.660254037844381969e+00,0.000000000000000000e+00,1.334566995898517072e-01,4.760444099398720118e-03
8.660254037844383745e+00,0.000000000000000000e+00,-2.944335855219730458e-02,8.270452588577488148e-03
8.660254037844383745e+00,5.355917390974760458e-16,1.057237257100243633e-01,1.865870157787640751e-03
8.660254037844385522e+00,5.355917390974760458e-16,1.115476376597302755e-01,1.078584445663813632e-03
8.660254037844390851e+00,5.355917390974760458e-16,9.931533667492785378e-02,1.479003113232528824e-03
8.717797887081344399e+00,5.355917390974760458e-16,1.322931139072308915e-01,3.285390898831317980e-03
8.717797887081344399e+00,0.000000000000000000e+00,-3.435542916063930030e-02,6.065975792217554938e-03
