index,energy_per_site
0.000000000000000000e+00,5.311157188112289873e-01
1.000000000000000000e+00,3.585532671600180632e-01
2.000000000000000000e+00,3.584248460261264535e-01
3.000000000000000000e+00,3.610369912392769054e-01
4.000000000000000000e+00,3.626730991285481154e-01
5.000000000000000000e+00,3.629962237884747367e-01
6.000000000000000000e+00,3.641030154650957695e-01
7.000000000000000000e+00,3.640925942552621919e-01
8.000000000000000000e+00,3.583777435872269601e-01
9.000000000000000000e+00,3.580915694694587481e-01
