index,energy_per_site
0.000000000000000000e+00,-1.830506128371185148e-01
1.000000000000000000e+00,-2.512381849471607698e+00
2.000000000000000000e+00,-2.489320933371056643e+00
3.000000000000000000e+00,-2.514336638255552536e+00
4.000000000000000000e+00,-2.495469434880916548e+00
5.000000000000000000e+00,-2.535478360274117993e+00
6.000000000000000000e+00,-2.492536006660481362e+00
7.000000000000000000e+00,-2.495612026565448005e+00
8.000000000000000000e+00,-2.506115205862967432e+00
9.000000000000000000e+00,-2.487228558601271011e+00
