index,energy_per_site
0.000000000000000000e+00,-1.469443816020375715e-01
1.000000000000000000e+00,-1.556435594511771159e+00
2.000000000000000000e+00,-1.514363032468736270e+00
3.000000000000000000e+00,-1.568037783099977656e+00
4.000000000000000000e+00,-1.585965971827277610e+00
5.000000000000000000e+00,-1.539006248846167324e+00
6.000000000000000000e+00,-1.517533119479554271e+00
7.000000000000000000e+00,-1.514188653592360767e+00
8.000000000000000000e+00,-1.521151433879924797e+00
9.000000000000000000e+00,-1.518935792182813938e+00
