r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,9.997044225502194070e-01
1.500000000000000000e+00,9.993296813190556405e-01
2.500000000000000000e+00,9.988610211264670191e-01
3.500000000000000000e+00,9.978749237911972436e-01
4.500000000000000000e+00,9.969827481286447357e-01
5.500000000000000000e+00,9.958781204758520023e-01
6.500000000000000000e+00,9.944984322619544459e-01
7.500000000000000000e+00,9.932786142242098215e-01
8.500000000000000000e+00,9.918646328022687753e-01
9.500000000000000000e+00,9.901388595354990718e-01
1.050000000000000000e+01,9.879943143975205011e-01
1.150000000000000000e+01,9.865732522083753286e-01
1.250000000000000000e+01,9.852194600080731446e-01
1.350000000000000000e+01,9.830175397261856629e-01
1.450000000000000000e+01,9.818271258159202430e-01
1.550000000000000000e+01,9.805778938962639302e-01
1.650000000000000000e+01,9.772113483972714176e-01
1.750000000000000000e+01,9.765958352475323512e-01
1.850000000000000000e+01,9.750834400498054055e-01
1.950000000000000000e+01,9.735824794088793199e-01
2.050000000000000000e+01,9.722904790206631231e-01
2.150000000000000000e+01,9.715033703866392534e-01
2.250000000000000000e+01,9.693756951540172251e-01
2.350000000000000000e+01,9.690501704772015445e-01
2.450000000000000000e+01,9.673322627068249302e-01
2.550000000000000000e+01,9.672222705963413603e-01
2.650000000000000000e+01,9.651597447710227318e-01
2.750000000000000000e+01,9.664357140699117998e-01
2.850000000000000000e+01,9.667263997351857041e-01
2.950000000000000000e+01,9.690921349808008234e-01
3.050000000000000000e+01,9.678310100616460687e-01
3.150000000000000000e+01,9.707201658942394840e-01
