r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,7.524548178690412988e-03,2.542127586113724323e-03
1.938934911242604642e+00,1.835505919266625791e-03,2.381627220832886142e-03
2.885680473372783439e+00,2.661376850536576952e-03,1.512008346486388641e-03
3.817278106508876334e+00,8.748053523962818438e-04,2.210022643236545913e-03
4.733727810650883328e+00,2.661944039062066371e-03,1.761788206982761468e-03
5.635029585798818630e+00,5.321954891127769066e-03,2.151701206181338717e-03
6.521183431952664478e+00,5.444357297426209025e-03,1.709787029440455004e-03
7.392189349112427976e+00,3.580632211104840465e-03,2.315892844272714191e-03
8.248047337278105573e+00,3.516137847657879126e-03,2.226609027113272184e-03
9.088757396449704373e+00,2.517707340328741421e-03,2.429113330957683673e-03
9.914319526627220824e+00,5.048793458975064756e-03,2.220750530939972177e-03
1.072473372781065137e+01,2.105712977179290211e-03,1.510622733546335313e-03
1.151999999999999602e+01,2.233842076830286263e-03,1.301542423778913370e-03
1.230011834319526542e+01,-2.373957075637363884e-05,1.682796878915713071e-03
1.306508875739645248e+01,2.418875796980840716e-03,1.813238280032671750e-03
1.381491124260355008e+01,3.479946198137776840e-03,1.195721167274099370e-03
1.454958579881656533e+01,1.481835677855994132e-03,1.867888765051265668e-03
1.526911242603550534e+01,6.688134570004584424e-03,2.894649311817455543e-03
1.597349112426035944e+01,4.122740392873094038e-03,1.308586584715244793e-03
1.666272189349112409e+01,1.977235183495422346e-03,2.004705811723893252e-03
1.733680473372780995e+01,-5.400935854934095677e-04,1.813444950044943100e-03
1.799573964497041345e+01,4.289826432977576591e-03,1.248376551151756872e-03
1.863952662721893816e+01,6.075581113167652370e-03,1.638826896193842355e-03
1.926816568047337341e+01,1.172295296712141249e-03,1.911689944714327653e-03
1.988165680473372632e+01,3.858057678236279878e-03,1.930371306090955053e-03
2.048000000000000043e+01,2.136350255348666224e-03,2.155691836057484038e-03
2.106319526627219219e+01,6.852337311282417388e-03,2.702954678029743062e-03
2.163124260355029804e+01,5.094951621180170143e-03,1.936767274992038518e-03
2.218414201183431800e+01,3.864121352575316908e-03,3.145939286112294387e-03
2.272189349112426271e+01,5.201585001917486024e-03,2.169916684785113629e-03
2.324449704142012152e+01,8.612579035813315402e-04,3.070394243432422385e-03
2.375195266272189443e+01,-2.781056178366645738e-03,3.415914301705112212e-03
2.424426035502958499e+01,1.837288397977019684e-03,3.300780265070448784e-03
2.472142011834319675e+01,-3.688488254068065055e-04,2.385785739222056039e-03
2.518343195266272261e+01,2.656436074079503249e-03,3.061057052372305118e-03
2.563029585798816612e+01,5.681002583128478764e-03,2.588395737409686544e-03
2.606201183431952728e+01,2.385475615240675428e-03,3.598024580189710959e-03
2.647857988165680609e+01,-2.252324820759468629e-03,3.015422161500593088e-03
2.688000000000000256e+01,6.318923659020588696e-03,3.447878425234574256e-03
2.726627218934911312e+01,2.814297332326477427e-03,2.151766350616259819e-03
2.763739644970414133e+01,3.745181424018203566e-03,6.134828469334573098e-03
2.799337278106509075e+01,8.616565916224373789e-03,4.376199975747014324e-03
2.833420118343195426e+01,-4.137046573923702959e-03,3.347068857955566318e-03
2.865988165680473543e+01,2.847776224090721453e-03,2.517701343605444671e-03
2.897041420118343069e+01,1.578522958653672675e-02,6.120636853927418838e-03
2.926579881656804716e+01,2.071699863306806014e-03,3.152926199113751000e-03
2.954603550295858128e+01,-2.080827070074855577e-03,5.350141320256876672e-03
2.981112426035502949e+01,-8.969855095386383356e-03,4.340969955013318504e-03
3.006106508875739536e+01,2.231400489040074198e-03,5.700892430757159915e-03
3.029585798816568243e+01,5.429724216935320757e-03,4.017043565173582069e-03
3.051550295857988360e+01,4.137202837354583655e-03,1.142317096761515105e-02
3.071999999999999886e+01,7.370384932704381400e-03,6.491060431527750051e-03
3.090934911242603533e+01,-2.537709342679108152e-03,9.707147121891671407e-03
3.108355029585798945e+01,7.630511328879352115e-03,5.240904901080522052e-03
3.124260355029585767e+01,5.051255890520347722e-03,1.061904337099367837e-02
3.138650887573964710e+01,7.690904168100908336e-03,9.751822420172263570e-03
3.151526627218935062e+01,1.425383454248887495e-02,1.913120653822601019e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,5.268454808118483261e-03,7.313120297408106166e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,-2.329336163495489623e-02,1.660958934315261148e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,7.244256231121057321e-03,4.187239948317938651e-03
