r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,7.711026213222481607e-01,2.422118457479204272e-03
1.969112433147053309e+00,7.164940507702696193e-01,3.159952480125426122e-03
2.942130881557602606e+00,6.872728414861681845e-01,3.542438509529500807e-03
3.907457484526176472e+00,6.676807875328389930e-01,4.096137554396273375e-03
4.865092242052753591e+00,6.521309889463463572e-01,4.944373483085872691e-03
5.815035154137369489e+00,6.401377531229348605e-01,5.279664997872508467e-03
6.757286220780002850e+00,6.297918935846620325e-01,5.443356434920948103e-03
7.691845441980646569e+00,6.204707642226374720e-01,5.764110426927185685e-03
8.618712817739321963e+00,6.124153638228373442e-01,6.227143701518396413e-03
9.537888348056007715e+00,6.035037196220736089e-01,6.705242281559076548e-03
1.044937203293071804e+01,5.965132550860712257e-01,7.002501134944516883e-03
1.135316387236343161e+01,5.902455620479140075e-01,7.456891083025873716e-03
1.224926386635418396e+01,5.838654524245204813e-01,7.969046060961612957e-03
1.313767201490294667e+01,5.785291786124735491e-01,8.409345314611765820e-03
1.401838831800973395e+01,5.739802821960673374e-01,8.827902628796910692e-03
1.489141277567453869e+01,5.693849371301922258e-01,9.307495730218244209e-03
1.575674538789736090e+01,5.653883121822167457e-01,9.567287586129971655e-03
1.661438615467820767e+01,5.629926710457394678e-01,1.002884370936171950e-02
1.746433507601707191e+01,5.601433318714045262e-01,1.052923390911835073e-02
1.830659215191395361e+01,5.568178749950666306e-01,1.128058998906156934e-02
1.914115738236885278e+01,5.540743304020953053e-01,1.199893915337255958e-02
1.996803076738176230e+01,5.511621681383770399e-01,1.222370460855710245e-02
2.078721230695270350e+01,5.481386376464415511e-01,1.288657245635470641e-02
2.159870200108166216e+01,5.457032898543383581e-01,1.343990034386235120e-02
2.240249984976864539e+01,5.425497447739734413e-01,1.376818725615568118e-02
2.319860585301364608e+01,5.400724736631102862e-01,1.410675484510311335e-02
2.398702001081665003e+01,5.374725827729368577e-01,1.432820261221660722e-02
2.476774232317768565e+01,5.351052019906943347e-01,1.473843110406437666e-02
2.554077279009674584e+01,5.329379436098754530e-01,1.491971340218841216e-02
2.630611141157382349e+01,5.307357385103859126e-01,1.519484962486514386e-02
2.706375818760891860e+01,5.292795029059129686e-01,1.543767340607637290e-02
2.781371311820203118e+01,5.268419610086036986e-01,1.556172501813777448e-02
2.855597620335316833e+01,5.252419252559529239e-01,1.565855715441435286e-02
2.929054744306231584e+01,5.228833338863598801e-01,1.567898953622823277e-02
3.001742683732948791e+01,5.204203263769764387e-01,1.574843514209271420e-02
3.073661438615468455e+01,5.172580676067387584e-01,1.593500385353398968e-02
3.144811008953789155e+01,5.140910551637278836e-01,1.603836754815936294e-02
3.215191394747911602e+01,5.123658057412425748e-01,1.601265450801049595e-02
3.284802595997836505e+01,5.094563783480070551e-01,1.631702576071812974e-02
3.353644612703563155e+01,5.071166921883847323e-01,1.638689915803107425e-02
3.421717444865092261e+01,5.042479165794704343e-01,1.662164262973983911e-02
3.489021092482423114e+01,5.017676528864836172e-01,1.622858155215258294e-02
3.555555555555555003e+01,4.998738950077604715e-01,1.628369805376835705e-02
3.621320834084490059e+01,4.962158074526367701e-01,1.669209782075466858e-02
3.686316928069226151e+01,4.936674831489316073e-01,1.655078122411244093e-02
3.750543837509764700e+01,4.920366199888319136e-01,1.619944570257355124e-02
3.814001562406104995e+01,4.897152636414565108e-01,1.660252891244458698e-02
3.876690102758247747e+01,4.855300061938545575e-01,1.659874277377832233e-02
3.938609458566192245e+01,4.840187424319289944e-01,1.658860897143848642e-02
3.999759629829938490e+01,4.834749300591216770e-01,1.651708964194788590e-02
4.060140616549486481e+01,4.795742783943499066e-01,1.668097264843435706e-02
4.119752418724836218e+01,4.768881517109564427e-01,1.693508375472178862e-02
4.178595036355989123e+01,4.773495658297433053e-01,1.727575978916236904e-02
