index,energy_per_site
0.000000000000000000e+00,-2.865433347693698174e+00
1.000000000000000000e+00,-2.870372292024962135e+00
2.000000000000000000e+00,-2.870931781099942626e+00
3.000000000000000000e+00,-2.870889528143679037e+00
4.000000000000000000e+00,-2.871403639312256839e+00
5.000000000000000000e+00,-2.871246229161479757e+00
6.000000000000000000e+00,-2.870931062635612818e+00
7.000000000000000000e+00,-2.871089588414188043e+00
8.000000000000000000e+00,-2.870918914577137659e+00
9.000000000000000000e+00,-2.870596521436343362e+00
