r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.479834187644756049e-01
1.500000000000000000e+00,6.061746943739649840e-01
2.500000000000000000e+00,5.482405891803607823e-01
3.500000000000000000e+00,5.109661036731006911e-01
4.500000000000000000e+00,4.829206487772008116e-01
5.500000000000000000e+00,4.621727078684228496e-01
6.500000000000000000e+00,4.464043871290339083e-01
7.500000000000000000e+00,4.345021034047463204e-01
8.500000000000000000e+00,4.245208128539298409e-01
9.500000000000000000e+00,4.139284803128985835e-01
1.050000000000000000e+01,4.049236387315540697e-01
1.150000000000000000e+01,3.975984436122698695e-01
1.250000000000000000e+01,3.908217430904740164e-01
1.350000000000000000e+01,3.855216188786425580e-01
1.450000000000000000e+01,3.783016717324283462e-01
1.550000000000000000e+01,3.735192631638266092e-01
1.650000000000000000e+01,3.706455401043149411e-01
1.750000000000000000e+01,3.673126324503213080e-01
1.850000000000000000e+01,3.636392868030097758e-01
1.950000000000000000e+01,3.608734439220618873e-01
2.050000000000000000e+01,3.579641503383773626e-01
2.150000000000000000e+01,3.549922073807474376e-01
2.250000000000000000e+01,3.543417185004834047e-01
2.350000000000000000e+01,3.524423817999559616e-01
2.450000000000000000e+01,3.514484724081501366e-01
2.550000000000000000e+01,3.486096503139743397e-01
2.650000000000000000e+01,3.481583840472511349e-01
2.750000000000000000e+01,3.443904991164621343e-01
2.850000000000000000e+01,3.448046956782362393e-01
2.950000000000000000e+01,3.438897425074072811e-01
3.050000000000000000e+01,3.441545255997620623e-01
3.150000000000000000e+01,3.430622110501720390e-01
3.250000000000000000e+01,3.432098409562625019e-01
3.350000000000000000e+01,3.418496850510299723e-01
3.450000000000000000e+01,3.406512037198014542e-01
3.550000000000000000e+01,3.395121917988488947e-01
3.650000000000000000e+01,3.385631189271690045e-01
3.750000000000000000e+01,3.358075532272923325e-01
3.850000000000000000e+01,3.360707449747928899e-01
3.950000000000000000e+01,3.356728117145041379e-01
4.050000000000000000e+01,3.332515896920862364e-01
4.150000000000000000e+01,3.332807632635673700e-01
4.250000000000000000e+01,3.310228591248788321e-01
4.350000000000000000e+01,3.305270387788416531e-01
4.450000000000000000e+01,3.285753866087644526e-01
4.550000000000000000e+01,3.282699670014458948e-01
4.650000000000000000e+01,3.258241957178378834e-01
4.750000000000000000e+01,3.254752982663652872e-01
4.850000000000000000e+01,3.248748094762473060e-01
4.950000000000000000e+01,3.240085793773629930e-01
5.050000000000000000e+01,3.193753780200160874e-01
5.150000000000000000e+01,3.205286446016450408e-01
5.250000000000000000e+01,3.166222209260747822e-01
5.350000000000000000e+01,3.154708331247970121e-01
5.450000000000000000e+01,3.134187471054894480e-01
5.550000000000000000e+01,3.113074582741971463e-01
5.650000000000000000e+01,3.017952675462505230e-01
5.750000000000000000e+01,2.989070469626180504e-01
5.850000000000000000e+01,2.932487232551937439e-01
5.950000000000000000e+01,2.906357177238751421e-01
6.050000000000000000e+01,2.865010819769954753e-01
6.150000000000000000e+01,2.850427968544932966e-01
6.250000000000000000e+01,2.842998317947734166e-01
6.350000000000000000e+01,2.809338124488555133e-01
