index,energy_per_site
0.000000000000000000e+00,-3.338420179227863382e-01
1.000000000000000000e+00,-2.852102316596171416e+00
2.000000000000000000e+00,-2.850044141197008774e+00
3.000000000000000000e+00,-2.851053268236544813e+00
4.000000000000000000e+00,-2.851030935514558440e+00
5.000000000000000000e+00,-2.850247091052382498e+00
6.000000000000000000e+00,-2.852510888765249941e+00
7.000000000000000000e+00,-2.849320888700256571e+00
8.000000000000000000e+00,-2.851958858543557351e+00
9.000000000000000000e+00,-2.852615374761449551e+00
