r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.550045913682261300e-01,8.297989540171530898e-01,3.292752768767013942e-03
1.880624426078970401e+00,7.771613319259560448e-01,7.743278424668082090e-03
2.776859504132232814e+00,7.438671895644828336e-01,1.310956992941601611e-02
3.643709825528008039e+00,7.171138813044507510e-01,1.690806643566038561e-02
4.481175390266297853e+00,6.992806668985005469e-01,1.944594749399448236e-02
5.289256198347109361e+00,6.819592728901155976e-01,2.211743913872472531e-02
6.067952249770431905e+00,6.645963345464530603e-01,2.617052132977807505e-02
6.817263544536272590e+00,6.450590180888201575e-01,3.023788050228354979e-02
7.537190082644627864e+00,6.307045783470689448e-01,3.526685555714479531e-02
8.227731864095499503e+00,6.155957515665591018e-01,4.084885248713455291e-02
8.888888888888889284e+00,6.146151675301440021e-01,4.458971301276103139e-02
9.520661157024793653e+00,6.059577254334060914e-01,4.724130378176846778e-02
1.012304866850321261e+01,5.990516276043332811e-01,5.053177504372564216e-02
1.069605142332415149e+01,5.951807842454793773e-01,5.315047362739806769e-02
1.123966942148760495e+01,5.857468647181924837e-01,5.450302857632774445e-02
1.175390266299357123e+01,5.773332344973957087e-01,5.440703797631884359e-02
1.223875114784205564e+01,5.735809957856993213e-01,5.387041186303834911e-02
1.269421487603305820e+01,5.650575774479942304e-01,5.606176399635979385e-02
1.312029384756657535e+01,5.608182119560878309e-01,5.895873922395584998e-02
1.351698806244260709e+01,5.580305175374440374e-01,5.347720759616441527e-02
1.388429752066115697e+01,5.476146770353900184e-01,5.756766900222073241e-02
1.422222222222222321e+01,5.296822006588266518e-01,5.128531567146622089e-02
1.453076216712580404e+01,5.274190520776720348e-01,6.410718697345889339e-02
1.480991735537190124e+01,5.173560365923447479e-01,5.933871913040749541e-02
1.505968778696051480e+01,5.072784797557434722e-01,5.432868191195137919e-02
1.528007346189164295e+01,4.989890380490507038e-01,5.957690904942972154e-02
1.547107438016528924e+01,4.894989710463978905e-01,6.474878884020610070e-02
1.563269054178145012e+01,4.891540708669721571e-01,6.650130486227991133e-02
1.576492194674012914e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.586776859504132275e+01,4.796279437154299385e-01,6.332968591403703718e-02
1.594123048668503273e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.598530762167125729e+01,4.236822262270736328e-01,7.673794063054871495e-02
