r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,6.680244310759977378e-01,6.000320287232300404e-03
1.969112433147053309e+00,5.858532860228159445e-01,8.293372709095978360e-03
2.942130881557602606e+00,5.406613631436315570e-01,9.866907690778447745e-03
3.907457484526176472e+00,5.096620348949800761e-01,1.157043753049514720e-02
4.865092242052753591e+00,4.873471373736783518e-01,1.263125702463703190e-02
5.815035154137369489e+00,4.691987505533410929e-01,1.351261413000528870e-02
6.757286220780002850e+00,4.549439418646583078e-01,1.393771670986027923e-02
7.691845441980646569e+00,4.432113561761422682e-01,1.437102072832547629e-02
8.618712817739321963e+00,4.347810205519780924e-01,1.421091445221637876e-02
9.537888348056007715e+00,4.257432683852515609e-01,1.416213478695394282e-02
1.044937203293071804e+01,4.178027846446809024e-01,1.441710791947992641e-02
1.135316387236343161e+01,4.107576780665496141e-01,1.483871385852187155e-02
1.224926386635418396e+01,4.037746622730488122e-01,1.535506129034831108e-02
1.313767201490294667e+01,3.978849359037163191e-01,1.601907269820532220e-02
1.401838831800973395e+01,3.932594471725565644e-01,1.636030302947518930e-02
1.489141277567453869e+01,3.884095449986608717e-01,1.694966329080629941e-02
1.575674538789736090e+01,3.834941887372518843e-01,1.714907592973672484e-02
1.661438615467820767e+01,3.801149999962830650e-01,1.738195957742163025e-02
1.746433507601707191e+01,3.758139371375211479e-01,1.734612511632193169e-02
1.830659215191395361e+01,3.716707298358399303e-01,1.747583107045279360e-02
1.914115738236885278e+01,3.676134067393923566e-01,1.788912722560631607e-02
1.996803076738176230e+01,3.638698634605408433e-01,1.804566580013863136e-02
2.078721230695270350e+01,3.588008649458473420e-01,1.862837758910645958e-02
2.159870200108166216e+01,3.543671174119737977e-01,1.923146157443176088e-02
2.240249984976864539e+01,3.497353950527191113e-01,2.002657381616713278e-02
2.319860585301364608e+01,3.459799773458845928e-01,2.078409559683026819e-02
2.398702001081665003e+01,3.409192714839643923e-01,2.120765079917472790e-02
2.476774232317768565e+01,3.356654255167039191e-01,2.177368906599110726e-02
2.554077279009674584e+01,3.311990028052827495e-01,2.206635300895809504e-02
2.630611141157382349e+01,3.262129592519843468e-01,2.221459032365080341e-02
2.706375818760891860e+01,3.223200921347311732e-01,2.252502853530752649e-02
2.781371311820203118e+01,3.187613382035300313e-01,2.200692428562169359e-02
2.855597620335316833e+01,3.149543932661564849e-01,2.257195398954386228e-02
2.929054744306231584e+01,3.119437674834584229e-01,2.252816527947710742e-02
3.001742683732948791e+01,3.089536456008116216e-01,2.247717455855163110e-02
3.073661438615468455e+01,3.062774905135619563e-01,2.247517686997017872e-02
3.144811008953789155e+01,3.035905476441773110e-01,2.254426911298977251e-02
3.215191394747911602e+01,3.015114563827329119e-01,2.259146788007952017e-02
3.284802595997836505e+01,2.998347385695153133e-01,2.229369301972505477e-02
3.353644612703563155e+01,2.974179031970546894e-01,2.220628024110857593e-02
3.421717444865092261e+01,2.959190328131887093e-01,2.177029646309509847e-02
3.489021092482423114e+01,2.935960481140362788e-01,2.185569580458323127e-02
3.555555555555555003e+01,2.925016926172874232e-01,2.179307207587179163e-02
3.621320834084490059e+01,2.906678070505168687e-01,2.193178337658503035e-02
3.686316928069226151e+01,2.890739210190342301e-01,2.215171149565271086e-02
3.750543837509764700e+01,2.872584677365221384e-01,2.232341777632303181e-02
3.814001562406104995e+01,2.860381580512992850e-01,2.267204626805722351e-02
3.876690102758247747e+01,2.840640000365068363e-01,2.299339154652293646e-02
3.938609458566192245e+01,2.818108467474943479e-01,2.306371862604797776e-02
3.999759629829938490e+01,2.813546715711096047e-01,2.281503416795145622e-02
4.060140616549486481e+01,2.790230719316252883e-01,2.344279185386451136e-02
4.119752418724836218e+01,2.767349741346092351e-01,2.342986124735816494e-02
4.178595036355989123e+01,2.743792398986243941e-01,2.386479198503047364e-02
4.236668469442942353e+01,2.713545340920766602e-01,2.380100133044906266e-02
4.293972717985697329e+01,2.687290609964761989e-01,2.374748330141731104e-02
4.350507781984255473e+01,2.674976957228938357e-01,2.387621554627903514e-02
4.406273661438615363e+01,2.634091781031683843e-01,2.356239876541888281e-02
4.461270356348777000e+01,2.605065361041309369e-01,2.344555306549853460e-02
4.515497866714740383e+01,2.595517623091522230e-01,2.410313507924225634e-02
4.568956192536505512e+01,2.553491905567524256e-01,2.356697041423432698e-02
4.621645333814073808e+01,2.536793609269945016e-01,2.440064478975521173e-02
4.673565290547442430e+01,2.509013917009824124e-01,2.358904360078399945e-02
4.724716062736614219e+01,2.479955313079547086e-01,2.422892858439188238e-02
4.775097650381587755e+01,2.468046014135616417e-01,2.457546168076254339e-02
4.824710053482363037e+01,2.433007767389706311e-01,2.436389737171888031e-02
4.873553272038940065e+01,2.413962657770060694e-01,2.576027797673482653e-02
4.921627306051318840e+01,2.380913664917514994e-01,2.498167160348941512e-02
4.968932155519500071e+01,2.364222456540663042e-01,2.720285503533382068e-02
5.015467820443483049e+01,2.338245357840965377e-01,2.534203577078397371e-02
5.061234300823267773e+01,2.307062497988889294e-01,2.789831152927164590e-02
5.106231596658854244e+01,2.308431196836406851e-01,2.604121515496327782e-02
5.150459707950243171e+01,2.278414539311909015e-01,2.833366977755022789e-02
5.193918634697433845e+01,2.257993724627895549e-01,2.633014098070850934e-02
5.236608376900426975e+01,2.245530371575155948e-01,2.875526356737244729e-02
5.278528934559221142e+01,2.210682398327027398e-01,2.749308384151896018e-02
5.319680307673817765e+01,2.193058202930212586e-01,2.890525877491738685e-02
5.360062496244215424e+01,2.187639397418000287e-01,2.784288893983316235e-02
5.399675500270416251e+01,2.162910126850139947e-01,2.902469387621190930e-02
5.438519319752418824e+01,2.143359453483554833e-01,2.915104084046859362e-02
5.476593954690223143e+01,2.108330329557567273e-01,2.940295627922164326e-02
5.513899405083829208e+01,2.128907664520151288e-01,3.016765379562440924e-02
5.550435670933237020e+01,2.099114727686202109e-01,2.990819707834669466e-02
5.586202752238447289e+01,2.031751147379816658e-01,3.006489351001974397e-02
5.621200648999459304e+01,2.106601748536806318e-01,3.141222230210326261e-02
5.655429361216273065e+01,2.050798580913411329e-01,3.035787045850947552e-02
5.688888888888888573e+01,2.050369113997212722e-01,3.081438268510235459e-02
5.721579232017306538e+01,2.051775019157243973e-01,3.195975920308132684e-02
5.753500390601526249e+01,2.002180595439745636e-01,2.990995050577113790e-02
5.784652364641547706e+01,2.026374099271712748e-01,3.232865637777709855e-02
5.815035154137371620e+01,2.041543764898912094e-01,3.260057315346465145e-02
5.844648759088997281e+01,1.941989149127754943e-01,2.850837418029201001e-02
5.873493179496423977e+01,2.031363314007660348e-01,3.454360496602604247e-02
5.901568415359653841e+01,1.965017475867567864e-01,3.066861781296940231e-02
5.928874466678684740e+01,1.895742654326049159e-01,3.140290115110769276e-02
5.955411333453518097e+01,1.960522045426485171e-01,3.250911075655063542e-02
5.981179015684153910e+01,1.946624179844967939e-01,3.189363715447902925e-02
6.006177513370590759e+01,1.845351219931317122e-01,3.039506595327092983e-02
6.030406826512830065e+01,1.808200056316070226e-01,3.065224938812307481e-02
6.053866955110871118e+01,1.949829943150014344e-01,3.585308752126101922e-02
6.076557899164713916e+01,1.888420669901228477e-01,3.252658535875624368e-02
6.098479658674358461e+01,1.719219718871754232e-01,2.972821448116933982e-02
6.119632233639805463e+01,1.776768933120711491e-01,2.722540594562473590e-02
6.140015624061054211e+01,1.875785687272227276e-01,3.689720533662307900e-02
6.159629829938104706e+01,1.832448413168589751e-01,3.479154884944914844e-02
6.178474851270956947e+01,1.755320076837856291e-01,3.217700376978848559e-02
6.196550688059611645e+01,1.611463637675245864e-01,2.778256039010259734e-02
6.213857340304068089e+01,1.714428590832702270e-01,2.869109643497322684e-02
6.230394808004326279e+01,1.878240745672693779e-01,4.378428170010453813e-02
6.246163091160386927e+01,1.717865824598305002e-01,3.249987170393793534e-02
6.261162189772249320e+01,1.779854555920218628e-01,3.594408789440442509e-02
6.275392103839913460e+01,1.662956568672077362e-01,2.772545024613052786e-02
6.288852833363379347e+01,1.626195145890933780e-01,3.101488020474140253e-02
6.301544378342647690e+01,1.051572914233469130e-01,1.792635814781843792e-02
6.313466738777717779e+01,1.725114932629633058e-01,3.598436687946755114e-02
6.324619914668589615e+01,1.853314402753710732e-01,4.742352711476618271e-02
6.335003906015263908e+01,1.644988729098360025e-01,3.484352869590208457e-02
