index,energy_per_site
0.000000000000000000e+00,-2.737211248649871753e-01
1.000000000000000000e+00,-2.547351917836882862e+00
2.000000000000000000e+00,-2.563569862786794662e+00
3.000000000000000000e+00,-2.573272469935629303e+00
4.000000000000000000e+00,-2.555614023201390417e+00
5.000000000000000000e+00,-2.546341725503096676e+00
6.000000000000000000e+00,-2.546725753962749028e+00
7.000000000000000000e+00,-2.557644087442732417e+00
8.000000000000000000e+00,-2.560029230609827788e+00
9.000000000000000000e+00,-2.572465031094957499e+00
