r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.506656402753834056e-01
1.500000000000000000e+00,6.089421656125668658e-01
2.500000000000000000e+00,5.481606259888537336e-01
3.500000000000000000e+00,5.066948384195707478e-01
4.500000000000000000e+00,4.765094491654088826e-01
5.500000000000000000e+00,4.540537252480738584e-01
6.500000000000000000e+00,4.379277478247093347e-01
7.500000000000000000e+00,4.237934660299586542e-01
8.500000000000000000e+00,4.119087205750051606e-01
9.500000000000000000e+00,4.009132840727693270e-01
1.050000000000000000e+01,3.939985839733935458e-01
1.150000000000000000e+01,3.863840067212329088e-01
1.250000000000000000e+01,3.799161730787251057e-01
1.350000000000000000e+01,3.742679431254622435e-01
1.450000000000000000e+01,3.679543703963380485e-01
1.550000000000000000e+01,3.628496462931377620e-01
1.650000000000000000e+01,3.619587937424987856e-01
1.750000000000000000e+01,3.570406150922159072e-01
1.850000000000000000e+01,3.552261754285719886e-01
1.950000000000000000e+01,3.517489436385046186e-01
2.050000000000000000e+01,3.484696171859897884e-01
2.150000000000000000e+01,3.451704792562104718e-01
2.250000000000000000e+01,3.416742128348771446e-01
2.350000000000000000e+01,3.386085691247285867e-01
2.450000000000000000e+01,3.345092906245865638e-01
2.550000000000000000e+01,3.304138930121763851e-01
2.650000000000000000e+01,3.264964334259283785e-01
2.750000000000000000e+01,3.228423540449980589e-01
2.850000000000000000e+01,3.199584237042641943e-01
2.950000000000000000e+01,3.165007069280547647e-01
3.050000000000000000e+01,3.151423374597842608e-01
3.150000000000000000e+01,3.127617204019100261e-01
3.250000000000000000e+01,3.109304771432633285e-01
3.350000000000000000e+01,3.101129019312141022e-01
3.450000000000000000e+01,3.094163334363785878e-01
3.550000000000000000e+01,3.094201979449153206e-01
3.650000000000000000e+01,3.089798764484738558e-01
3.750000000000000000e+01,3.082659430998205274e-01
3.850000000000000000e+01,3.082851252185963009e-01
3.950000000000000000e+01,3.087971858708595252e-01
4.050000000000000000e+01,3.084315381260718802e-01
4.150000000000000000e+01,3.097833727012662686e-01
4.250000000000000000e+01,3.101860286921203635e-01
4.350000000000000000e+01,3.103819891090374705e-01
4.450000000000000000e+01,3.104180298476634792e-01
4.550000000000000000e+01,3.104059053346134300e-01
4.650000000000000000e+01,3.103349906327046992e-01
4.750000000000000000e+01,3.100596181261278672e-01
4.850000000000000000e+01,3.105689329239645358e-01
4.950000000000000000e+01,3.108832926910430339e-01
5.050000000000000000e+01,3.109062059542230805e-01
5.150000000000000000e+01,3.124141617418678685e-01
5.250000000000000000e+01,3.132825260070441487e-01
5.350000000000000000e+01,3.131668573894195173e-01
5.450000000000000000e+01,3.132767184577174291e-01
5.550000000000000000e+01,3.125372162827977363e-01
5.650000000000000000e+01,3.115481940110633730e-01
5.750000000000000000e+01,3.102875821483365160e-01
5.850000000000000000e+01,3.076293757129608397e-01
5.950000000000000000e+01,3.061192115185074614e-01
6.050000000000000000e+01,3.025713634038997291e-01
6.150000000000000000e+01,3.011558017422308331e-01
6.250000000000000000e+01,2.984323729678771131e-01
6.350000000000000000e+01,2.958454897485334190e-01
