step,energy_per_site
0.000000000000000000e+00,1.125175261067777432e+00
5.000000000000000000e+05,7.267392085035404570e-01
1.000000000000000000e+06,6.734060387945597359e-01
1.500000000000000000e+06,6.542738347083446593e-01
2.000000000000000000e+06,6.568649908969772522e-01
2.500000000000000000e+06,6.599157108729447607e-01
3.000000000000000000e+06,6.536689749564759122e-01
3.500000000000000000e+06,6.420835858670750351e-01
4.000000000000000000e+06,6.575915278246415863e-01
4.500000000000000000e+06,6.611233532467402085e-01
5.000000000000000000e+06,6.551899257980429159e-01
