r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,9.640804455361035030e-01,1.667133203029815675e-04
9.999999999999988898e-01,3.347448369359225286e-17,9.640064729299087087e-01,1.979369019752453445e-04
9.999999999999998890e-01,3.347448369359225286e-17,9.659672441045793478e-01,6.140695699464398345e-04
9.999999999999998890e-01,0.000000000000000000e+00,9.223251118460246145e-01,7.801446751932485102e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.624236503718321956e-01,1.106138434016861702e-04
1.000000000000000222e+00,0.000000000000000000e+00,9.615971044259494782e-01,1.294511960973679246e-03
1.000000000000000222e+00,6.694896738718450572e-17,9.697684428370793031e-01,3.938303182325346321e-04
1.000000000000001998e+00,0.000000000000000000e+00,9.622611308991515511e-01,2.007958552037862371e-04
1.732050807568874973e+00,0.000000000000000000e+00,9.524715766520295279e-01,3.191634448828241767e-04
1.732050807568876971e+00,6.694896738718450572e-17,9.554103363680392924e-01,2.578935558692446554e-04
1.732050807568877193e+00,0.000000000000000000e+00,9.390502886172911179e-01,3.396841096578922864e-04
1.732050807568877193e+00,6.694896738718450572e-17,9.381742824922292279e-01,1.535273094430692625e-03
1.732050807568878303e+00,2.008469021615535172e-16,9.610409167997765456e-01,2.966538735838719285e-04
1.732050807568878525e+00,0.000000000000000000e+00,9.527537939426000690e-01,1.423514586848592255e-04
1.732050807568882078e+00,0.000000000000000000e+00,9.543649746671095668e-01,4.295727413023363284e-04
1.999999999999997780e+00,6.694896738718450572e-17,9.497148865430429243e-01,2.765698908914925773e-04
1.999999999999999778e+00,6.694896738718450572e-17,9.572426427520628334e-01,2.789743787495680338e-04
1.999999999999999778e+00,0.000000000000000000e+00,9.076009610443229736e-01,1.537311325767307417e-03
2.000000000000000000e+00,0.000000000000000000e+00,9.481864622604284643e-01,1.562810607287067077e-04
2.000000000000000444e+00,0.000000000000000000e+00,9.623912020161646819e-01,6.398021891875632639e-04
2.000000000000000444e+00,1.338979347743690114e-16,9.501036871886445745e-01,1.951964601261918335e-04
2.000000000000003997e+00,0.000000000000000000e+00,9.550090851802317538e-01,6.700130847537333388e-04
2.645751311064583167e+00,1.338979347743690114e-16,9.432585403536080104e-01,1.538943574106745298e-03
2.645751311064586719e+00,1.338979347743690114e-16,9.427430576894373360e-01,6.531323719616143487e-04
2.645751311064589384e+00,1.338979347743690114e-16,9.462634479307923119e-01,1.625247787707170940e-04
2.645751311064589828e+00,0.000000000000000000e+00,9.592392014489440344e-01,8.892364603027166870e-04
2.645751311064590272e+00,0.000000000000000000e+00,9.490426524287706167e-01,2.372176736774973750e-04
2.645751311064590272e+00,1.338979347743690114e-16,9.431226706334620014e-01,1.298364939642337556e-04
2.645751311064592048e+00,1.338979347743690114e-16,9.466276342897355089e-01,1.217714984146103617e-04
2.645751311064592937e+00,1.338979347743690114e-16,9.601916698754469071e-01,6.572877869859398460e-04
2.645751311064593825e+00,0.000000000000000000e+00,9.502082470161004046e-01,5.881405256103533269e-04
2.645751311064593825e+00,1.338979347743690114e-16,9.507356208740586068e-01,1.113566795191139143e-03
2.999999999999993339e+00,2.677958695487380229e-16,9.397648938047098444e-01,1.056143084652648879e-03
2.999999999999996891e+00,0.000000000000000000e+00,9.494120071564036145e-01,6.051619764808806399e-04
2.999999999999999556e+00,2.677958695487380229e-16,9.584629979781738029e-01,9.704890969905141966e-04
2.999999999999999556e+00,0.000000000000000000e+00,9.466958851828853883e-01,3.497933950978920556e-04
3.000000000000000000e+00,0.000000000000000000e+00,9.419423989740678405e-01,1.160757407495017655e-04
3.000000000000000444e+00,1.338979347743690114e-16,9.694519786049450305e-01,1.200489900752450389e-03
3.000000000000001332e+00,1.338979347743690114e-16,9.570154977150173714e-01,1.003365569136456699e-03
3.000000000000003109e+00,0.000000000000000000e+00,9.413050411479865209e-01,1.231489468334645045e-03
3.464101615137749945e+00,0.000000000000000000e+00,9.414811346399267755e-01,5.794867538412349197e-04
3.464101615137753942e+00,1.338979347743690114e-16,9.391354302073092741e-01,2.106156934629861872e-04
3.464101615137754386e+00,0.000000000000000000e+00,9.388278510918678377e-01,3.630229652979072622e-04
3.464101615137754386e+00,1.338979347743690114e-16,9.470591977532339945e-01,7.688532954177058204e-04
3.464101615137756607e+00,4.016938043231070343e-16,9.443036243705545951e-01,2.611397147345613252e-04
3.464101615137757051e+00,0.000000000000000000e+00,9.434343997756721167e-01,4.620961642556522674e-04
3.605551275463983352e+00,2.677958695487380229e-16,9.334653670579559082e-01,1.212434891583332851e-03
3.605551275463985128e+00,1.338979347743690114e-16,9.431518270721407360e-01,5.223734909201222833e-04
3.605551275463987349e+00,1.338979347743690114e-16,9.432801783327376954e-01,5.510412481498165030e-04
3.605551275463988237e+00,0.000000000000000000e+00,9.415514830030761173e-01,1.029149131879470921e-04
3.605551275463988237e+00,1.338979347743690114e-16,9.564164117858227065e-01,5.974743501438129975e-04
3.605551275463988237e+00,2.677958695487380229e-16,9.381048088524445161e-01,1.706634369217890207e-04
