step,energy_per_site
0.000000000000000000e+00,5.380674263868679974e-01
1.000000000000000000e+06,1.387079878833287205e-01
2.000000000000000000e+06,1.357493564443095213e-01
3.000000000000000000e+06,1.358441425948903047e-01
4.000000000000000000e+06,1.327346462923243153e-01
5.000000000000000000e+06,1.316129012497379014e-01
6.000000000000000000e+06,1.355524434400366962e-01
7.000000000000000000e+06,1.318136044795909789e-01
8.000000000000000000e+06,1.318112093991083977e-01
9.000000000000000000e+06,1.335796268800935604e-01
1.000000000000000000e+07,1.325127054680207417e-01
