step,energy_per_site
0.000000000000000000e+00,1.118133536614277501e+00
3.000000000000000000e+05,8.755021968106850849e-01
6.000000000000000000e+05,8.657315661696071141e-01
9.000000000000000000e+05,8.702994300865785071e-01
1.200000000000000000e+06,8.758754261491130677e-01
1.500000000000000000e+06,8.839687103295218451e-01
1.800000000000000000e+06,8.787547363869434580e-01
2.100000000000000000e+06,8.815254603250217702e-01
2.400000000000000000e+06,8.733263606000531976e-01
2.700000000000000000e+06,8.789259822940871381e-01
3.000000000000000000e+06,8.730491440580215867e-01
