index,energy_per_site
0.000000000000000000e+00,8.898609057901898933e-02
1.000000000000000000e+00,8.622429429976120885e-02
2.000000000000000000e+00,8.238267478598140792e-02
3.000000000000000000e+00,8.149214220343856119e-02
4.000000000000000000e+00,8.852642375471000968e-02
5.000000000000000000e+00,8.867449618776090947e-02
6.000000000000000000e+00,8.679607412770047603e-02
7.000000000000000000e+00,8.503028404992103717e-02
8.000000000000000000e+00,8.655483066728092423e-02
9.000000000000000000e+00,8.239105673747873504e-02
